locus_tag	ftype	length_bp	gene	EC_number	COG	product
MBKIICBG_00789	gene	1086	mltC			
MBKIICBG_00789	CDS	1086	mltC	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase C
MBKIICBG_00790	gene	276	yggX			
MBKIICBG_00790	CDS	276	yggX		COG2924	putative Fe(2+)-trafficking protein
MBKIICBG_00791	gene	1059	mutY			
MBKIICBG_00791	CDS	1059	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
MBKIICBG_00792	gene	720	trmB			
MBKIICBG_00792	CDS	720	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
MBKIICBG_00793	gene	327				
MBKIICBG_00793	CDS	327			COG3171	putative protein
MBKIICBG_00794	gene	717				
MBKIICBG_00794	CDS	717				hypothetical protein
MBKIICBG_00795	gene	1137	hemW			
MBKIICBG_00795	CDS	1137	hemW		COG0635	Heme chaperone HemW
MBKIICBG_00796	gene	594	rdgB			
MBKIICBG_00796	CDS	594	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
MBKIICBG_00797	gene	291				
MBKIICBG_00797	CDS	291				hypothetical protein
MBKIICBG_00798	gene	567				
MBKIICBG_00798	CDS	567				hypothetical protein
MBKIICBG_00799	gene	702	yggS			
MBKIICBG_00799	CDS	702	yggS		COG0325	Pyridoxal phosphate homeostasis protein
MBKIICBG_00800	gene	981	yggR			
MBKIICBG_00800	CDS	981	yggR		COG2805	putative protein YggR
MBKIICBG_00801	gene	654	csgD			
MBKIICBG_00801	CDS	654	csgD		COG2771	CsgBAC operon transcriptional regulatory protein
MBKIICBG_00802	gene	417	yqgF			
MBKIICBG_00802	CDS	417	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
MBKIICBG_00803	gene	564				
MBKIICBG_00803	CDS	564				hypothetical protein
MBKIICBG_00804	gene	951	gshB			
MBKIICBG_00804	CDS	951	gshB	6.3.2.3	COG0189	Glutathione synthetase
MBKIICBG_00805	gene	732	rsmE			
MBKIICBG_00805	CDS	732	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
MBKIICBG_00806	gene	708	endA			
MBKIICBG_00806	CDS	708	endA	3.1.21.1	COG2356	Endonuclease-1
MBKIICBG_00807	gene	459	sprT			
MBKIICBG_00807	CDS	459	sprT			Protein SprT
MBKIICBG_00808	gene	1395	galP			
MBKIICBG_00808	CDS	1395	galP			Galactose-proton symporter
MBKIICBG_00809	gene	1155	metK			
MBKIICBG_00809	CDS	1155	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
MBKIICBG_00810	gene	1977	speA			
MBKIICBG_00810	CDS	1977	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
MBKIICBG_00811	gene	921	speB			
MBKIICBG_00811	CDS	921	speB	3.5.3.11	COG0010	Agmatinase
MBKIICBG_00812	gene	1221	lgoT_1			
MBKIICBG_00812	CDS	1221	lgoT_1			putative L-galactonate transporter
MBKIICBG_00813	gene	324	doxA			
MBKIICBG_00813	CDS	324	doxA			Naphthalene 1,2-dioxygenase system, ferredoxin component
MBKIICBG_00814	gene	309				
MBKIICBG_00814	CDS	309				hypothetical protein
MBKIICBG_00815	gene	1023				
MBKIICBG_00815	CDS	1023				hypothetical protein
MBKIICBG_00816	gene	750	pldh-t			
MBKIICBG_00816	CDS	750	pldh-t	1.1.1.107		Pyridoxal 4-dehydrogenase
MBKIICBG_00817	gene	789	pcaR_1			
MBKIICBG_00817	CDS	789	pcaR_1		COG1414	Pca regulon regulatory protein
MBKIICBG_00818	gene	927				
MBKIICBG_00818	CDS	927				hypothetical protein
MBKIICBG_00819	gene	1197	cmtAa			
MBKIICBG_00819	CDS	1197	cmtAa	1.18.1.3	COG0446	p-cumate 2,3-dioxygenase system, ferredoxin--NAD(+) reductase component
MBKIICBG_00820	gene	1257	sauU			
MBKIICBG_00820	CDS	1257	sauU			putative sulfoacetate transporter SauU
MBKIICBG_00821	gene	531				
MBKIICBG_00821	CDS	531				hypothetical protein
MBKIICBG_00822	gene	771	menH_1			
MBKIICBG_00822	CDS	771	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
MBKIICBG_00823	gene	795	baiA1			
MBKIICBG_00823	CDS	795	baiA1	1.1.1.395		3alpha-hydroxy bile acid-CoA-ester 3-dehydrogenase 1/3
MBKIICBG_00824	gene	765	nadX			
MBKIICBG_00824	CDS	765	nadX	1.4.1.21	COG1712	L-aspartate dehydrogenase
MBKIICBG_00825	gene	1470	betB_1			
MBKIICBG_00825	CDS	1470	betB_1	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
MBKIICBG_00826	gene	1641	ilvB_2			
MBKIICBG_00826	CDS	1641	ilvB_2	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
MBKIICBG_00827	gene	1269	oprD			
MBKIICBG_00827	CDS	1269	oprD	3.4.21.-		Porin D
MBKIICBG_00828	gene	759	loiP			
MBKIICBG_00828	CDS	759	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
MBKIICBG_00829	gene	1992	tktA			
MBKIICBG_00829	CDS	1992	tktA	2.2.1.1	COG0021	Transketolase 1
MBKIICBG_00830	gene	1029	epd			
MBKIICBG_00830	CDS	1029	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
MBKIICBG_00831	gene	1164	pgk			
MBKIICBG_00831	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
MBKIICBG_00832	gene	1080	fbaA_1			
MBKIICBG_00832	CDS	1080	fbaA_1	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
MBKIICBG_00833	gene	858	mscS			
MBKIICBG_00833	CDS	858	mscS		COG0668	Small-conductance mechanosensitive channel
MBKIICBG_00834	gene	636	argO			
MBKIICBG_00834	CDS	636	argO		COG1279	Arginine exporter protein ArgO
MBKIICBG_00835	gene	768				
MBKIICBG_00835	CDS	768			COG2968	26 kDa periplasmic immunogenic protein
MBKIICBG_00836	gene	894	argP_1			
MBKIICBG_00836	CDS	894	argP_1		COG0583	HTH-type transcriptional regulator ArgP
MBKIICBG_00837	gene	660	rpiA			
MBKIICBG_00837	CDS	660	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
MBKIICBG_00838	gene	1233	serA			
MBKIICBG_00838	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
MBKIICBG_00839	gene	597	ygfA			
MBKIICBG_00839	CDS	597	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
MBKIICBG_00840	gene	330	zapA			
MBKIICBG_00840	CDS	330	zapA		COG3027	Cell division protein ZapA
MBKIICBG_00841	gene	585				
MBKIICBG_00841	CDS	585				hypothetical protein
MBKIICBG_00842	gene	1317	pepP			
MBKIICBG_00842	CDS	1317	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
MBKIICBG_00843	gene	1179	ubiH			
MBKIICBG_00843	CDS	1179	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
MBKIICBG_00844	gene	1203	ubiI			
MBKIICBG_00844	CDS	1203	ubiI	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
MBKIICBG_00845	gene	1095	gcvT			
MBKIICBG_00845	CDS	1095	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
MBKIICBG_00846	gene	390	gcvH			
MBKIICBG_00846	CDS	390	gcvH		COG0509	Glycine cleavage system H protein
MBKIICBG_00847	gene	2874	gcvP			
MBKIICBG_00847	CDS	2874	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
MBKIICBG_00848	gene	744	ygfF			
MBKIICBG_00848	CDS	744	ygfF	1.-.-.-		putative oxidoreductase YgfF
MBKIICBG_00849	gene	504	resA			
MBKIICBG_00849	CDS	504	resA			Thiol-disulfide oxidoreductase ResA
MBKIICBG_00850	gene	612				
MBKIICBG_00850	CDS	612				hypothetical protein
MBKIICBG_00851	gene	2010	dsbD_1			
MBKIICBG_00851	CDS	2010	dsbD_1	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
MBKIICBG_00852	gene	360				
MBKIICBG_00852	CDS	360				hypothetical protein
MBKIICBG_00853	gene	1434	bglA_1			
MBKIICBG_00853	CDS	1434	bglA_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
MBKIICBG_00854	gene	729	glvR			
MBKIICBG_00854	CDS	729	glvR		COG1737	HTH-type transcriptional regulator GlvR
MBKIICBG_00855	gene	312				
MBKIICBG_00855	CDS	312				hypothetical protein
MBKIICBG_00856	gene	660				
MBKIICBG_00856	CDS	660				hypothetical protein
MBKIICBG_00857	gene	984	ygfZ			
MBKIICBG_00857	CDS	984	ygfZ		COG0354	tRNA-modifying protein YgfZ
MBKIICBG_00858	gene	267	sdhE			
MBKIICBG_00858	CDS	267	sdhE		COG2938	FAD assembly factor SdhE
MBKIICBG_00859	gene	411	ygfX			
MBKIICBG_00859	CDS	411	ygfX			Inner membrane protein YgfX
MBKIICBG_00860	gene	522	fldB			
MBKIICBG_00860	CDS	522	fldB		COG0716	Flavodoxin 2
MBKIICBG_00861	gene	897	xerD_1			
MBKIICBG_00861	CDS	897	xerD_1		COG4974	Tyrosine recombinase XerD
MBKIICBG_00862	gene	714	dsbC			
MBKIICBG_00862	CDS	714	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
MBKIICBG_00863	gene	1734	recJ			
MBKIICBG_00863	CDS	1734	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
MBKIICBG_00864	gene	963	prfB			
MBKIICBG_00864	CDS	963	prfB		COG1186	Peptide chain release factor RF2
MBKIICBG_00865	gene	1518	lysS			
MBKIICBG_00865	CDS	1518	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
MBKIICBG_00866	gene	555	idi			
MBKIICBG_00866	CDS	555	idi	5.3.3.2	COG1443	Isopentenyl-diphosphate Delta-isomerase
MBKIICBG_00867	gene	714	nlpD_1			
MBKIICBG_00867	CDS	714	nlpD_1		COG0739	Murein hydrolase activator NlpD
MBKIICBG_00868	gene	74				
MBKIICBG_00868	tRNA	74				tRNA-Gly(ccc)
MBKIICBG_00869	gene	1389	ribZ_1			
MBKIICBG_00869	CDS	1389	ribZ_1			Riboflavin transporter RibZ
MBKIICBG_00870	gene	930	nodD2			
MBKIICBG_00870	CDS	930	nodD2			Nodulation protein D 2
MBKIICBG_00871	gene	804				
MBKIICBG_00871	CDS	804				hypothetical protein
MBKIICBG_00872	gene	1020	yajO_1			
MBKIICBG_00872	CDS	1020	yajO_1	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
MBKIICBG_00873	gene	558	kefF_1			
MBKIICBG_00873	CDS	558	kefF_1	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefF
MBKIICBG_00874	gene	309				
MBKIICBG_00874	CDS	309				hypothetical protein
MBKIICBG_00875	gene	927	pgrR_1			
MBKIICBG_00875	CDS	927	pgrR_1			HTH-type transcriptional regulator PgrR
MBKIICBG_00876	gene	573				
MBKIICBG_00876	CDS	573				hypothetical protein
MBKIICBG_00877	gene	294				
MBKIICBG_00877	CDS	294				hypothetical protein
MBKIICBG_00878	gene	330				
MBKIICBG_00878	CDS	330				hypothetical protein
MBKIICBG_00879	gene	1293	arsB_1			
MBKIICBG_00879	CDS	1293	arsB_1		COG1055	Arsenical pump membrane protein
MBKIICBG_00880	gene	423	arsC_1			
MBKIICBG_00880	CDS	423	arsC_1	1.20.4.1		Arsenate reductase
MBKIICBG_00881	gene	1554	dtpT			
MBKIICBG_00881	CDS	1554	dtpT		COG3104	Di-/tripeptide transporter
MBKIICBG_00882	gene	300				
MBKIICBG_00882	CDS	300				hypothetical protein
MBKIICBG_00883	gene	1449	cusC_1			
MBKIICBG_00883	CDS	1449	cusC_1		COG1538	Cation efflux system protein CusC
MBKIICBG_00884	gene	1938	mdtO			
MBKIICBG_00884	CDS	1938	mdtO		COG1289	Multidrug resistance protein MdtO
MBKIICBG_00885	gene	1026	mdtN			
MBKIICBG_00885	CDS	1026	mdtN		COG1566	Multidrug resistance protein MdtN
MBKIICBG_00886	gene	273				
MBKIICBG_00886	CDS	273				hypothetical protein
MBKIICBG_00887	gene	231				
MBKIICBG_00887	CDS	231				hypothetical protein
MBKIICBG_00888	gene	273	yjdJ			
MBKIICBG_00888	CDS	273	yjdJ		COG2388	putative protein YjdJ
MBKIICBG_00889	gene	1323				
MBKIICBG_00889	CDS	1323				hypothetical protein
MBKIICBG_00890	gene	909	fimH			
MBKIICBG_00890	CDS	909	fimH			Type 1 fimbrin D-mannose specific adhesin
MBKIICBG_00891	gene	501	fimG			
MBKIICBG_00891	CDS	501	fimG			Protein FimG
MBKIICBG_00892	gene	528	fimF			
MBKIICBG_00892	CDS	528	fimF			Protein FimF
MBKIICBG_00893	gene	2613	fimD_1			
MBKIICBG_00893	CDS	2613	fimD_1		COG3188	Outer membrane usher protein FimD
MBKIICBG_00894	gene	705	fimC_1			
MBKIICBG_00894	CDS	705	fimC_1			Chaperone protein FimC
MBKIICBG_00895	gene	537	fimA_1			
MBKIICBG_00895	CDS	537	fimA_1			Type-1 fimbrial protein, A chain
MBKIICBG_00896	gene	549	fim			
MBKIICBG_00896	CDS	549	fim			Fimbrial subunit type 1
MBKIICBG_00897	gene	609				
MBKIICBG_00897	CDS	609				ISKra4 family transposase ISCep1
MBKIICBG_00898	gene	606				
MBKIICBG_00898	CDS	606				ISKra4 family transposase ISCep1
MBKIICBG_00899	gene	957				
MBKIICBG_00899	CDS	957				hypothetical protein
MBKIICBG_00900	gene	507				
MBKIICBG_00900	CDS	507				hypothetical protein
MBKIICBG_00901	gene	897				
MBKIICBG_00901	CDS	897				hypothetical protein
MBKIICBG_00902	gene	210				
MBKIICBG_00902	CDS	210				hypothetical protein
MBKIICBG_00903	gene	981				
MBKIICBG_00903	CDS	981			COG3039	IS5 family transposase ISKpn26
MBKIICBG_00904	gene	609				
MBKIICBG_00904	CDS	609				hypothetical protein
MBKIICBG_00905	gene	702	yadV_1			
MBKIICBG_00905	CDS	702	yadV_1			putative fimbrial chaperone YadV
MBKIICBG_00906	gene	2487	htrE_1			
MBKIICBG_00906	CDS	2487	htrE_1		COG3188	Outer membrane usher protein HtrE
MBKIICBG_00907	gene	996	mrkD_1			
MBKIICBG_00907	CDS	996	mrkD_1			Fimbria adhesin protein
MBKIICBG_00908	gene	636				
MBKIICBG_00908	CDS	636				hypothetical protein
MBKIICBG_00909	gene	717	pdeH_1			
MBKIICBG_00909	CDS	717	pdeH_1	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeH
MBKIICBG_00910	gene	573				
MBKIICBG_00910	CDS	573				hypothetical protein
MBKIICBG_00911	gene	705	ycgR			
MBKIICBG_00911	CDS	705	ycgR			Flagellar brake protein YcgR
MBKIICBG_00912	gene	879	pdxI			
MBKIICBG_00912	CDS	879	pdxI	1.1.1.65		Pyridoxine 4-dehydrogenase
MBKIICBG_00913	gene	1230	yqeG			
MBKIICBG_00913	CDS	1230	yqeG		COG0814	Inner membrane transport protein YqeG
MBKIICBG_00914	gene	462				
MBKIICBG_00914	CDS	462				hypothetical protein
MBKIICBG_00915	gene	870	gltC_1			
MBKIICBG_00915	CDS	870	gltC_1			HTH-type transcriptional regulator GltC
MBKIICBG_00916	gene	1179	thlA_1			
MBKIICBG_00916	CDS	1179	thlA_1	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
MBKIICBG_00917	gene	696	kdgM			
MBKIICBG_00917	CDS	696	kdgM			Oligogalacturonate-specific porin KdgM
MBKIICBG_00918	gene	1176	ogl			
MBKIICBG_00918	CDS	1176	ogl	4.2.2.6	COG0823	Oligogalacturonate lyase
MBKIICBG_00919	gene	762	kduD_1			
MBKIICBG_00919	CDS	762	kduD_1	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
MBKIICBG_00920	gene	1422	araE			
MBKIICBG_00920	CDS	1422	araE			Arabinose-proton symporter
MBKIICBG_00921	gene	996	cytR_1			
MBKIICBG_00921	CDS	996	cytR_1		COG1609	HTH-type transcriptional repressor CytR
MBKIICBG_00922	gene	1242	cscB			
MBKIICBG_00922	CDS	1242	cscB			Sucrose permease
MBKIICBG_00923	gene	1437	sacA			
MBKIICBG_00923	CDS	1437	sacA	3.2.1.26		Sucrose-6-phosphate hydrolase
MBKIICBG_00924	gene	1344				
MBKIICBG_00924	CDS	1344				hypothetical protein
MBKIICBG_00925	gene	1287	yesO			
MBKIICBG_00925	CDS	1287	yesO		COG1653	Putative ABC transporter substrate-binding protein YesO
MBKIICBG_00926	gene	1128	msiK_1			
MBKIICBG_00926	CDS	1128	msiK_1	7.5.2.-	COG3839	Diacetylchitobiose uptake system ATP-binding protein MsiK
MBKIICBG_00927	gene	903	dasC			
MBKIICBG_00927	CDS	903	dasC		COG0395	Diacetylchitobiose uptake system permease protein DasC
MBKIICBG_00928	gene	891	lacF			
MBKIICBG_00928	CDS	891	lacF			Lactose transport system permease protein LacF
MBKIICBG_00929	gene	327				
MBKIICBG_00929	CDS	327				hypothetical protein
MBKIICBG_00930	gene	714	ygeA			
MBKIICBG_00930	CDS	714	ygeA	5.1.1.13		L-aspartate/glutamate-specific racemase
MBKIICBG_00931	gene	927	occR			
MBKIICBG_00931	CDS	927	occR			Octopine catabolism/uptake operon regulatory protein OccR
MBKIICBG_00932	gene	1263	lysA			
MBKIICBG_00932	CDS	1263	lysA	4.1.1.20		Diaminopimelate decarboxylase
MBKIICBG_00933	gene	1011	ascG_1			
MBKIICBG_00933	CDS	1011	ascG_1		COG1609	HTH-type transcriptional regulator AscG
MBKIICBG_00934	gene	1338	licC_2			
MBKIICBG_00934	CDS	1338	licC_2		COG1455	Lichenan permease IIC component
MBKIICBG_00935	gene	1428	gmuD			
MBKIICBG_00935	CDS	1428	gmuD	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
MBKIICBG_00936	gene	774	lldR_3			
MBKIICBG_00936	CDS	774	lldR_3		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
MBKIICBG_00937	gene	480				
MBKIICBG_00937	CDS	480				hypothetical protein
MBKIICBG_00938	gene	1017	galR			
MBKIICBG_00938	CDS	1017	galR		COG1609	HTH-type transcriptional regulator GalR
MBKIICBG_00939	gene	2160	aas			
MBKIICBG_00939	CDS	2160	aas		COG0204	Bifunctional protein Aas
MBKIICBG_00940	gene	1194	lplT			
MBKIICBG_00940	CDS	1194	lplT			Lysophospholipid transporter LplT
MBKIICBG_00941	gene	1041	tas			
MBKIICBG_00941	CDS	1041	tas		COG0667	Protein tas
MBKIICBG_00942	gene	219	ygdR_1			
MBKIICBG_00942	CDS	219	ygdR_1			putative lipoprotein YgdR
MBKIICBG_00943	gene	714				
MBKIICBG_00943	CDS	714				hypothetical protein
MBKIICBG_00944	gene	696	mutH			
MBKIICBG_00944	CDS	696	mutH		COG3066	DNA mismatch repair protein MutH
MBKIICBG_00945	gene	531	rppH_2			
MBKIICBG_00945	CDS	531	rppH_2	3.6.1.-	COG0494	RNA pyrophosphohydrolase
MBKIICBG_00946	gene	2247	ptsP			
MBKIICBG_00946	CDS	2247	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
MBKIICBG_00947	gene	876	lgt			
MBKIICBG_00947	CDS	876	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
MBKIICBG_00948	gene	795	thyA			
MBKIICBG_00948	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
MBKIICBG_00949	gene	552				
MBKIICBG_00949	CDS	552				hypothetical protein
MBKIICBG_00950	gene	558				
MBKIICBG_00950	CDS	558				hypothetical protein
MBKIICBG_00951	gene	408				
MBKIICBG_00951	CDS	408				hypothetical protein
MBKIICBG_00952	gene	324				
MBKIICBG_00952	CDS	324				hypothetical protein
MBKIICBG_00953	gene	3378	recC			
MBKIICBG_00953	CDS	3378	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
MBKIICBG_00954	gene	2886	ptrA			
MBKIICBG_00954	CDS	2886	ptrA	3.4.24.55	COG1025	Protease 3
MBKIICBG_00955	gene	3537	recB			
MBKIICBG_00955	CDS	3537	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
MBKIICBG_00956	gene	1845	recD			
MBKIICBG_00956	CDS	1845	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
MBKIICBG_00957	gene	321				
MBKIICBG_00957	CDS	321				hypothetical protein
MBKIICBG_00958	gene	1332	argA			
MBKIICBG_00958	CDS	1332	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
MBKIICBG_00959	gene	1254	amiC_1			
MBKIICBG_00959	CDS	1254	amiC_1	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
MBKIICBG_00960	gene	1077	cobD_1			
MBKIICBG_00960	CDS	1077	cobD_1	4.1.1.81	COG0079	Threonine-phosphate decarboxylase
MBKIICBG_00961	gene	903	pduX			
MBKIICBG_00961	CDS	903	pduX	2.7.1.177	COG4542	L-threonine kinase
MBKIICBG_00962	gene	1215	pduW			
MBKIICBG_00962	CDS	1215	pduW	2.7.2.15	COG0282	putative propionate kinase
MBKIICBG_00963	gene	441	pduV			
MBKIICBG_00963	CDS	441	pduV		COG4917	Propanediol utilization protein PduV
MBKIICBG_00964	gene	351	pduU			
MBKIICBG_00964	CDS	351	pduU		COG4810	Propanediol utilization protein PduU
MBKIICBG_00965	gene	555				
MBKIICBG_00965	CDS	555				hypothetical protein
MBKIICBG_00966	gene	1353	rsxC_1			
MBKIICBG_00966	CDS	1353	rsxC_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit C
MBKIICBG_00967	gene	1113	adhE_1			
MBKIICBG_00967	CDS	1113	adhE_1		COG1012	Aldehyde-alcohol dehydrogenase
MBKIICBG_00968	gene	1389	astD_1			
MBKIICBG_00968	CDS	1389	astD_1	1.2.1.71		N-succinylglutamate 5-semialdehyde dehydrogenase
MBKIICBG_00969	gene	1017				
MBKIICBG_00969	CDS	1017				hypothetical protein
MBKIICBG_00970	gene	276	ccmL			
MBKIICBG_00970	CDS	276	ccmL			Carbon dioxide concentrating mechanism protein CcmL
MBKIICBG_00971	gene	492				
MBKIICBG_00971	CDS	492				hypothetical protein
MBKIICBG_00972	gene	633	pduL			
MBKIICBG_00972	CDS	633	pduL	2.3.1.222	COG4869	Phosphate propanoyltransferase
MBKIICBG_00973	gene	447				
MBKIICBG_00973	CDS	447				hypothetical protein
MBKIICBG_00974	gene	276	pduA_1			
MBKIICBG_00974	CDS	276	pduA_1		COG4577	Propanediol utilization protein PduA
MBKIICBG_00975	gene	351				
MBKIICBG_00975	CDS	351				hypothetical protein
MBKIICBG_00976	gene	1833	ddrA_2			
MBKIICBG_00976	CDS	1833	ddrA_2			Diol dehydratase-reactivating factor alpha subunit
MBKIICBG_00977	gene	525	pduE_2			
MBKIICBG_00977	CDS	525	pduE_2	4.2.1.28	COG4910	Propanediol dehydratase small subunit
MBKIICBG_00978	gene	690	pduD_2			
MBKIICBG_00978	CDS	690	pduD_2	4.2.1.28		Propanediol dehydratase medium subunit
MBKIICBG_00979	gene	1665	pduC			
MBKIICBG_00979	CDS	1665	pduC	4.2.1.28	COG4909	Propanediol dehydratase large subunit
MBKIICBG_00980	gene	813	pduB			
MBKIICBG_00980	CDS	813	pduB		COG4816	Propanediol utilization protein PduB
MBKIICBG_00981	gene	285	pduA_2			
MBKIICBG_00981	CDS	285	pduA_2		COG4577	Propanediol utilization protein PduA
MBKIICBG_00982	gene	810	pduF			
MBKIICBG_00982	CDS	810	pduF		COG0580	Propanediol diffusion facilitator
MBKIICBG_00983	gene	912	rhaS_3			
MBKIICBG_00983	CDS	912	rhaS_3			HTH-type transcriptional activator RhaS
MBKIICBG_00984	gene	1377	cbiA			
MBKIICBG_00984	CDS	1377	cbiA	6.3.5.11	COG1797	Cobyrinate a,c-diamide synthase
MBKIICBG_00985	gene	960	cobD_2			
MBKIICBG_00985	CDS	960	cobD_2		COG1270	Cobalamin biosynthesis protein CobD
MBKIICBG_00986	gene	636	cbiC			
MBKIICBG_00986	CDS	636	cbiC	5.4.99.60	COG2082	Cobalt-precorrin-8 methylmutase
MBKIICBG_00987	gene	1140	cbiD			
MBKIICBG_00987	CDS	1140	cbiD	2.1.1.195	COG1903	Cobalt-precorrin-5B C(1)-methyltransferase
MBKIICBG_00988	gene	606	cbiE			
MBKIICBG_00988	CDS	606	cbiE	2.1.1.289	COG2241	Cobalt-precorrin-7 C(5)-methyltransferase
MBKIICBG_00989	gene	570	cbiT			
MBKIICBG_00989	CDS	570	cbiT	2.1.1.196	COG2242	Cobalt-precorrin-6B C(15)-methyltransferase (decarboxylating)
MBKIICBG_00990	gene	774	cbiF			
MBKIICBG_00990	CDS	774	cbiF	2.1.1.271	COG2875	Cobalt-precorrin-4 C(11)-methyltransferase
MBKIICBG_00991	gene	1056	cbiG			
MBKIICBG_00991	CDS	1056	cbiG	3.7.1.12	COG2073	Cobalt-precorrin-5A hydrolase
MBKIICBG_00992	gene	726	cbiH			
MBKIICBG_00992	CDS	726	cbiH	2.1.1.-	COG1010	putative cobalt-factor III C(17)-methyltransferase
MBKIICBG_00993	gene	786	cbiJ			
MBKIICBG_00993	CDS	786	cbiJ	1.3.1.106	COG2099	Cobalt-precorrin-6A reductase
MBKIICBG_00994	gene	795	cbiK			
MBKIICBG_00994	CDS	795	cbiK	4.99.1.3	COG4822	Sirohydrochlorin cobaltochelatase
MBKIICBG_00995	gene	711	cbiL			
MBKIICBG_00995	CDS	711	cbiL	2.1.1.151	COG2243	Cobalt-precorrin-2 C(20)-methyltransferase
MBKIICBG_00996	gene	738	cbiM			
MBKIICBG_00996	CDS	738	cbiM		COG0310	Cobalt transport protein CbiM
MBKIICBG_00997	gene	282	cbiN			
MBKIICBG_00997	CDS	282	cbiN		COG1930	Cobalt transport protein CbiN
MBKIICBG_00998	gene	678	cbiQ			
MBKIICBG_00998	CDS	678	cbiQ		COG0619	Cobalt transport protein CbiQ
MBKIICBG_00999	gene	825	cbiO			
MBKIICBG_00999	CDS	825	cbiO	7.-.-.-	COG1122	Cobalt import ATP-binding protein CbiO
MBKIICBG_01000	gene	1524	cobQ			
MBKIICBG_01000	CDS	1524	cobQ			Cobyric acid synthase
MBKIICBG_01001	gene	546	cobU			
MBKIICBG_01001	CDS	546	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
MBKIICBG_01002	gene	1056	cobT_1			
MBKIICBG_01002	CDS	1056	cobT_1	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
MBKIICBG_01003	gene	77				
MBKIICBG_01003	tRNA	77				tRNA-Met(cat)
MBKIICBG_01004	gene	77				
MBKIICBG_01004	tRNA	77				tRNA-Met(cat)
MBKIICBG_01005	gene	77				
MBKIICBG_01005	tRNA	77				tRNA-Met(cat)
MBKIICBG_01006	gene	1098	mltA			
MBKIICBG_01006	CDS	1098	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
MBKIICBG_01007	gene	822	tcdA			
MBKIICBG_01007	CDS	822	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
MBKIICBG_01008	gene	432	csdE			
MBKIICBG_01008	CDS	432	csdE		COG2166	Sulfur acceptor protein CsdE
MBKIICBG_01009	gene	1206	csdA			
MBKIICBG_01009	CDS	1206	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
MBKIICBG_01010	gene	231	ygdR_2			
