locus_tag	ftype	length_bp	gene	EC_number	COG	product
CGBLDEDM_01512	CDS	942				ISNCY family transposase ISRor2
CGBLDEDM_01513	CDS	543				hypothetical protein
CGBLDEDM_01514	CDS	1197	pncC_2	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
CGBLDEDM_01515	CDS	786	rhmR		COG1414	putative HTH-type transcriptional regulator RhmR
CGBLDEDM_01516	CDS	1206	rhmD	4.2.1.90	COG4948	L-rhamnonate dehydratase
CGBLDEDM_01517	CDS	1293	rhmT			Inner membrane transport protein RhmT
CGBLDEDM_01518	CDS	804	rhmA	4.1.2.53	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase
CGBLDEDM_01519	CDS	1179	glpC		COG0247	Anaerobic glycerol-3-phosphate dehydrogenase subunit C
CGBLDEDM_01520	CDS	1260	glpB	1.1.5.3	COG3075	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
CGBLDEDM_01521	CDS	1623	glpA	1.1.5.3	COG0578	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
CGBLDEDM_01522	CDS	1347	glpT_1		COG2271	Glycerol-3-phosphate transporter
CGBLDEDM_01523	CDS	1071	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
CGBLDEDM_01524	CDS	255		1.14.13.239		Carnitine monooxygenase reductase subunit
CGBLDEDM_01525	CDS	1131	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 1 subunit beta
CGBLDEDM_01526	CDS	2286	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
CGBLDEDM_01527	CDS	729	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
CGBLDEDM_01528	CDS	2634	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
CGBLDEDM_01529	CDS	2841	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
CGBLDEDM_01530	CDS	651	rcsB		COG2197	Transcriptional regulatory protein RcsB
CGBLDEDM_01531	CDS	2658	rcsD	2.7.2.-	COG2198	Phosphotransferase RcsD
CGBLDEDM_01532	misc_RNA	94				MicF
CGBLDEDM_01533	CDS	1119	ompC			Outer membrane porin C
CGBLDEDM_01534	CDS	1053	apbE_1	2.7.1.180	COG1477	FAD:protein FMN transferase
CGBLDEDM_01535	CDS	1065	ada_2		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
CGBLDEDM_01536	CDS	654	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
CGBLDEDM_01537	CDS	1644	yojI		COG4615	ABC transporter ATP-binding/permease protein YojI
CGBLDEDM_01538	CDS	1437			COG2239	Magnesium transporter MgtE
CGBLDEDM_01539	CDS	1239				hypothetical protein
CGBLDEDM_01540	CDS	1635	mqo_1	1.1.5.4	COG0579	Malate:quinone oxidoreductase
CGBLDEDM_01541	CDS	492	eco		COG4574	Ecotin
CGBLDEDM_01542	CDS	1110			COG0628	Putative transport protein
CGBLDEDM_01543	tRNA	77				tRNA-Pro(ggg)
CGBLDEDM_01544	CDS	1761	yejM		COG3083	Inner membrane protein YejM
CGBLDEDM_01545	CDS	264				hypothetical protein
CGBLDEDM_01546	CDS	1008	yejK		COG3081	Nucleoid-associated protein YejK
CGBLDEDM_01547	CDS	762	glcR_1		COG1349	HTH-type transcriptional repressor GlcR
CGBLDEDM_01548	CDS	597	nudK_2	3.6.1.-		GDP-mannose pyrophosphatase NudK
CGBLDEDM_01549	CDS	1287				hypothetical protein
CGBLDEDM_01550	CDS	888				hypothetical protein
CGBLDEDM_01551	CDS	285	rplY		COG1825	50S ribosomal protein L25
CGBLDEDM_01552	CDS	1758	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
CGBLDEDM_01553	CDS	720	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
CGBLDEDM_01554	CDS	1197	bcr_2			Bicyclomycin resistance protein
CGBLDEDM_01555	CDS	345	yejG			putative protein YejG
CGBLDEDM_01556	CDS	1590	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
CGBLDEDM_01557	CDS	1026	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
CGBLDEDM_01558	CDS	1095	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
CGBLDEDM_01559	CDS	1806				hypothetical protein
CGBLDEDM_01560	CDS	1563	pdeN	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
CGBLDEDM_01561	CDS	570	mepS_1	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
CGBLDEDM_01562	CDS	708	lpxT	2.7.4.29	COG0671	Lipid A 1-diphosphate synthase
CGBLDEDM_01563	CDS	978	yeiR	3.6.-.-	COG0523	Zinc-binding GTPase YeiR
CGBLDEDM_01564	CDS	1467	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
CGBLDEDM_01565	CDS	1191	uxuA_2	4.2.1.8	COG1312	Mannonate dehydratase
CGBLDEDM_01566	CDS	573	yeiP		COG0231	Elongation factor P-like protein
CGBLDEDM_01567	CDS	780				hypothetical protein
CGBLDEDM_01568	CDS	1182	setB			Sugar efflux transporter B
CGBLDEDM_01569	CDS	1131	fruB_1		COG1925	Multiphosphoryl transfer protein
CGBLDEDM_01570	CDS	939	lacC_2	2.7.1.144		Tagatose-6-phosphate kinase
CGBLDEDM_01571	CDS	1695	fruA_2		COG1299	PTS system fructose-specific EIIB'BC component
CGBLDEDM_01572	CDS	855	nfo	3.1.21.2	COG0648	Endonuclease 4
CGBLDEDM_01573	CDS	1050				hypothetical protein
CGBLDEDM_01574	CDS	867	cmpR_2			HTH-type transcriptional activator CmpR
CGBLDEDM_01575	CDS	1470	lysP		COG0833	Lysine-specific permease
CGBLDEDM_01576	CDS	1974	cirA		COG4771	Colicin I receptor
CGBLDEDM_01577	CDS	834	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
CGBLDEDM_01578	CDS	669	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
CGBLDEDM_01579	CDS	1158				hypothetical protein
CGBLDEDM_01580	CDS	1023	galS		COG1609	HTH-type transcriptional regulator GalS
CGBLDEDM_01581	CDS	999	mglB		COG1879	D-galactose-binding periplasmic protein
CGBLDEDM_01582	CDS	1521	mglA_1	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
CGBLDEDM_01583	CDS	1011	mglC		COG4211	Galactoside transport system permease protein MglC
CGBLDEDM_01584	CDS	717				hypothetical protein
CGBLDEDM_01585	CDS	885	cdd	3.5.4.5	COG0295	Cytidine deaminase
CGBLDEDM_01586	CDS	699	yohK_1		COG1346	Inner membrane protein YohK
CGBLDEDM_01587	CDS	399				hypothetical protein
CGBLDEDM_01588	CDS	933	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
CGBLDEDM_01589	CDS	1365	oprB		COG3659	Porin B
CGBLDEDM_01590	CDS	834	bglG		COG3711	Cryptic beta-glucoside bgl operon antiterminator
CGBLDEDM_01591	CDS	1863	bglF_2		COG1263	PTS system beta-glucoside-specific EIIBCA component
CGBLDEDM_01592	CDS	1395	bglB	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglB
CGBLDEDM_01593	CDS	1440	oprM_2		COG1538	Outer membrane protein OprM
CGBLDEDM_01594	CDS	570	yohD		COG0586	Inner membrane protein YohD
CGBLDEDM_01595	CDS	588	yohC			Inner membrane protein YohC
CGBLDEDM_01596	misc_RNA	85				Peptidase-S11
CGBLDEDM_01597	CDS	951	pbpG	3.4.21.-	COG1686	D-alanyl-D-alanine endopeptidase
CGBLDEDM_01598	CDS	555	pat_2	2.3.1.183	COG1247	Phosphinothricin N-acetyltransferase
CGBLDEDM_01599	CDS	1746	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
CGBLDEDM_01600	CDS	2298		3.2.1.-		Beta-xylosidase
CGBLDEDM_01601	CDS	918	yehZ		COG1732	Glycine betaine-binding protein YehZ
CGBLDEDM_01602	CDS	1158	yehY		COG1174	Glycine betaine uptake system permease protein YehY
CGBLDEDM_01603	CDS	948	yehX	3.6.3.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
CGBLDEDM_01604	CDS	738	yehW		COG1174	Glycine betaine uptake system permease protein YehW
CGBLDEDM_01605	CDS	114				hypothetical protein
CGBLDEDM_01606	CDS	1725	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
CGBLDEDM_01607	CDS	720	btsR		COG3279	Transcriptional regulatory protein BtsR
CGBLDEDM_01608	CDS	471				hypothetical protein
CGBLDEDM_01609	CDS	2043	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
CGBLDEDM_01610	CDS	1110	apbC		COG0489	Iron-sulfur cluster carrier protein
CGBLDEDM_01611	CDS	462	yafP_1	2.3.1.-	COG0454	putative N-acetyltransferase YafP
CGBLDEDM_01612	CDS	318	rcnB		COG5455	Nickel/cobalt homeostasis protein RcnB
CGBLDEDM_01613	CDS	900	dmlR_8			HTH-type transcriptional regulator DmlR
CGBLDEDM_01614	CDS	1344	adeQ		COG2252	Adenine permease AdeQ
CGBLDEDM_01615	CDS	1812	ade2	3.5.4.2	COG1001	Adenine deaminase 2
CGBLDEDM_01616	CDS	915	oxyR_1			Hydrogen peroxide-inducible genes activator
CGBLDEDM_01617	CDS	423				hypothetical protein
CGBLDEDM_01618	misc_RNA	98				TPP
CGBLDEDM_01619	CDS	774	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
CGBLDEDM_01620	CDS	801	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
CGBLDEDM_01621	CDS	1053	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
CGBLDEDM_01622	CDS	1284	csbX_1		COG0477	Alpha-ketoglutarate permease
CGBLDEDM_01623	CDS	1608	araB_1	2.7.1.16	COG1069	Ribulokinase
CGBLDEDM_01624	CDS	750	rbtD	1.1.1.56		Ribitol 2-dehydrogenase
CGBLDEDM_01625	CDS	1002	purR_1			HTH-type transcriptional repressor PurR
CGBLDEDM_01626	CDS	942	eryD		COG2390	Erythritol catabolism regulatory protein EryD
CGBLDEDM_01627	CDS	1368	mtlK	1.1.1.67	COG0246	Mannitol 2-dehydrogenase
CGBLDEDM_01628	CDS	1464	xylB_2	2.7.1.17	COG1070	Xylulose kinase
CGBLDEDM_01629	CDS	1278	csbX_2		COG0477	Alpha-ketoglutarate permease
CGBLDEDM_01630	CDS	663	hxpB_1	3.1.3.68	COG0637	Hexitol phosphatase B
CGBLDEDM_01631	CDS	1155	gci	5.5.1.27	COG4948	D-galactarolactone cycloisomerase
CGBLDEDM_01632	CDS	1671	ddpA_1		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
CGBLDEDM_01633	CDS	1038	ddpB		COG0601	putative D,D-dipeptide transport system permease protein DdpB
CGBLDEDM_01634	CDS	906	ddpC_1		COG1173	putative D,D-dipeptide transport system permease protein DdpC
CGBLDEDM_01635	CDS	864	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
CGBLDEDM_01636	CDS	774	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
CGBLDEDM_01637	CDS	897	yegS	2.7.1.-	COG1597	putative lipid kinase YegS
CGBLDEDM_01638	misc_RNA	85				CyaR_RyeE
CGBLDEDM_01639	CDS	1362	rlhA_1		COG0826	23S rRNA 5-hydroxycytidine synthase
CGBLDEDM_01640	CDS	723	baeR		COG0745	Transcriptional regulatory protein BaeR
CGBLDEDM_01641	CDS	1479	baeS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase BaeS
CGBLDEDM_01642	CDS	1416	mdtD			Putative multidrug resistance protein MdtD
CGBLDEDM_01643	CDS	3078	mdtC			Multidrug resistance protein MdtC
CGBLDEDM_01644	CDS	3123	mdtB			Multidrug resistance protein MdtB
CGBLDEDM_01645	CDS	1239	mdtA_1			Multidrug resistance protein MdtA
CGBLDEDM_01646	CDS	1275	dctA_2		COG1301	C4-dicarboxylate transport protein
CGBLDEDM_01647	CDS	612				hypothetical protein
CGBLDEDM_01648	CDS	141				hypothetical protein
CGBLDEDM_01649	CDS	702	phoP_1			Virulence transcriptional regulatory protein PhoP
CGBLDEDM_01650	CDS	1845	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
CGBLDEDM_01651	CDS	1353	dnaK_1			Chaperone protein DnaK
CGBLDEDM_01652	CDS	849	alkA	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase 2
CGBLDEDM_01653	CDS	642	udk	2.7.1.48	COG0572	Uridine kinase
CGBLDEDM_01654	CDS	582	dcd	3.5.4.13	COG0717	dCTP deaminase
CGBLDEDM_01655	CDS	1848				hypothetical protein
CGBLDEDM_01656	CDS	1584				hypothetical protein
CGBLDEDM_01657	CDS	897	galF	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
CGBLDEDM_01658	CDS	630				hypothetical protein
CGBLDEDM_01659	misc_RNA	39				JUMPstart
CGBLDEDM_01660	CDS	1440				hypothetical protein
CGBLDEDM_01661	CDS	1134				hypothetical protein
CGBLDEDM_01662	CDS	2160		2.7.10.-		Putative tyrosine-protein kinase in cps region
CGBLDEDM_01663	CDS	1419				hypothetical protein
CGBLDEDM_01664	CDS	1260				hypothetical protein
CGBLDEDM_01665	CDS	873				hypothetical protein
CGBLDEDM_01666	CDS	819	wbbD	2.4.1.303	COG0463	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase
CGBLDEDM_01667	CDS	1056				hypothetical protein
CGBLDEDM_01668	CDS	1080	pglH	2.4.1.292	COG0438	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase
CGBLDEDM_01669	CDS	903				hypothetical protein
CGBLDEDM_01670	CDS	828				hypothetical protein
CGBLDEDM_01671	CDS	1065	tuaB		COG2244	Teichuronic acid biosynthesis protein TuaB
CGBLDEDM_01672	CDS	243				hypothetical protein
CGBLDEDM_01673	CDS	1407	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
CGBLDEDM_01674	CDS	1167	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
CGBLDEDM_01675	CDS	1005	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
CGBLDEDM_01676	CDS	378			COG1662	IS1 family transposase ISKpn14
CGBLDEDM_01677	CDS	276			COG1662	IS1 family transposase ISKpn14
CGBLDEDM_01678	CDS	768	tagG		COG1682	Teichoic acid translocation permease protein TagG
CGBLDEDM_01679	CDS	741	tagH	7.5.2.4		Teichoic acids export ATP-binding protein TagH
CGBLDEDM_01680	CDS	1896				hypothetical protein
CGBLDEDM_01681	CDS	1155	rfbD	5.4.99.9		UDP-galactopyranose mutase
CGBLDEDM_01682	CDS	894				hypothetical protein
CGBLDEDM_01683	CDS	1131	pglA	2.4.1.290		N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase
CGBLDEDM_01684	CDS	1209	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
CGBLDEDM_01685	CDS	1461				hypothetical protein
CGBLDEDM_01686	CDS	981	ykoT	2.4.-.-		putative glycosyltransferase YkoT
CGBLDEDM_01687	CDS	378				hypothetical protein
CGBLDEDM_01688	CDS	600	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
CGBLDEDM_01689	CDS	777	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
CGBLDEDM_01690	CDS	738	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
CGBLDEDM_01691	CDS	591	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
CGBLDEDM_01692	CDS	1068	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
CGBLDEDM_01693	CDS	1062	hisC_1	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
CGBLDEDM_01694	CDS	1305	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
CGBLDEDM_01695	CDS	900	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
CGBLDEDM_01696	misc_RNA	123				His_leader
CGBLDEDM_01697	CDS	825	yeeZ		COG0451	Protein YeeZ
CGBLDEDM_01698	CDS	891	yhaJ_2			HTH-type transcriptional regulator YhaJ
CGBLDEDM_01699	misc_RNA	79				STnc240
CGBLDEDM_01700	CDS	1359	plaP		COG0531	Low-affinity putrescine importer PlaP
CGBLDEDM_01701	CDS	312				hypothetical protein
CGBLDEDM_01702	CDS	2103	fusA_2		COG0480	Elongation factor G
CGBLDEDM_01703	CDS	786				IS3 family transposase ISKpn1
CGBLDEDM_01704	CDS	522				IS3 family transposase ISKpn1
CGBLDEDM_01705	CDS	1425	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
CGBLDEDM_01706	CDS	1164	dacD	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacD
CGBLDEDM_01707	CDS	474	sbmC		COG3449	DNA gyrase inhibitor
CGBLDEDM_01708	CDS	1059	yeeA		COG1289	Inner membrane protein YeeA
CGBLDEDM_01709	CDS	324				hypothetical protein
CGBLDEDM_01710	CDS	741	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
CGBLDEDM_01711	CDS	1068	cobT_2	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
CGBLDEDM_01712	CDS	1110	ahcY	3.3.1.1	COG0499	Adenosylhomocysteinase
CGBLDEDM_01713	CDS	732				hypothetical protein
CGBLDEDM_01714	CDS	390				hypothetical protein
CGBLDEDM_01715	CDS	957	dmlR_9			HTH-type transcriptional regulator DmlR
CGBLDEDM_01716	CDS	741				hypothetical protein
CGBLDEDM_01717	CDS	1320	abaF_1			Fosfomycin resistance protein AbaF
CGBLDEDM_01718	CDS	381				hypothetical protein
CGBLDEDM_01719	CDS	1788				hypothetical protein
CGBLDEDM_01720	CDS	333	yeaR_1		COG3615	putative protein YeaR
CGBLDEDM_01721	CDS	336				hypothetical protein
CGBLDEDM_01722	CDS	915	gcvA_2			Glycine cleavage system transcriptional activator
CGBLDEDM_01723	CDS	576				hypothetical protein
CGBLDEDM_01724	CDS	837	cpo	1.11.1.10		Non-heme chloroperoxidase
CGBLDEDM_01725	CDS	972				hypothetical protein
CGBLDEDM_01726	CDS	1104				hypothetical protein
CGBLDEDM_01727	tRNA	76				tRNA-Asn(gtt)
CGBLDEDM_01728	CDS	1437	yeeO		COG0534	putative FMN/FAD exporter YeeO
CGBLDEDM_01729	tRNA	76				tRNA-Asn(gtt)
CGBLDEDM_01730	CDS	1455	amn	3.2.2.4	COG0775	AMP nucleosidase
CGBLDEDM_01731	CDS	246	pmrD			Signal transduction protein PmrD
CGBLDEDM_01732	CDS	1623	menH_3	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
CGBLDEDM_01733	CDS	933				hypothetical protein
CGBLDEDM_01734	CDS	978	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
CGBLDEDM_01735	CDS	705	acuR			Transcriptional regulator AcuR
CGBLDEDM_01736	CDS	1635				hypothetical protein
CGBLDEDM_01737	tRNA	76				tRNA-Asn(gtt)
CGBLDEDM_01738	CDS	918	argP_2			HTH-type transcriptional regulator ArgP
CGBLDEDM_01739	CDS	951	cbl			HTH-type transcriptional regulator cbl
CGBLDEDM_01740	CDS	942	erfK	2.-.-.-	COG1376	putative L,D-transpeptidase ErfK/SrfK
CGBLDEDM_01741	CDS	921	pgrR_3			HTH-type transcriptional regulator PgrR
CGBLDEDM_01742	CDS	390	yjgH		COG0251	RutC family protein YjgH
CGBLDEDM_01743	tRNA	76				tRNA-Asn(gtt)
CGBLDEDM_01744	CDS	798	mtfA		COG3228	Protein MtfA
CGBLDEDM_01745	tRNA	90				tRNA-Ser(cga)
CGBLDEDM_01746	CDS	1146	ompN_1		COG3203	Outer membrane porin N
CGBLDEDM_01747	CDS	282	yedR			Inner membrane protein YedR
CGBLDEDM_01748	CDS	708	yedJ		COG1418	putative protein YedJ
CGBLDEDM_01749	CDS	1401	dcm_1	2.1.1.37	COG0270	DNA-cytosine methyltransferase
CGBLDEDM_01750	CDS	498	vsr	3.1.-.-	COG3727	Very short patch repair protein
CGBLDEDM_01751	CDS	912	yedA			putative inner membrane transporter YedA
CGBLDEDM_01752	CDS	912	yedI		COG2354	Inner membrane protein YedI
CGBLDEDM_01753	CDS	1680	dgcQ	2.7.7.65		putative diguanylate cyclase DgcQ
CGBLDEDM_01754	misc_RNA	85				DsrA
CGBLDEDM_01755	CDS	225				hypothetical protein
CGBLDEDM_01756	CDS	192	dsrB			Protein DsrB
CGBLDEDM_01757	CDS	624	rcsA		COG2771	Transcriptional regulatory protein RcsA
CGBLDEDM_01758	CDS	432				hypothetical protein
CGBLDEDM_01759	CDS	1488	amyA	3.2.1.1	COG0366	Cytoplasmic alpha-amylase
CGBLDEDM_01760	CDS	768	fliY_2		COG0834	L-cystine-binding protein FliY
CGBLDEDM_01761	CDS	987	dcyD	4.4.1.15	COG2515	D-cysteine desulfhydrase
CGBLDEDM_01762	CDS	669	yecS_1		COG0765	L-cystine transport system permease protein YecS
CGBLDEDM_01763	CDS	753	artM_1		COG1126	Arginine transport ATP-binding protein ArtM
CGBLDEDM_01764	CDS	723	sdiA		COG2771	Regulatory protein SdiA
CGBLDEDM_01765	CDS	225				hypothetical protein
CGBLDEDM_01766	CDS	657	uvrY		COG2197	Response regulator UvrY
CGBLDEDM_01767	CDS	1833	uvrC		COG0322	UvrABC system protein C
CGBLDEDM_01768	CDS	549	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
CGBLDEDM_01769	tRNA	76				tRNA-Gly(gcc)
CGBLDEDM_01770	tRNA	74				tRNA-Cys(gca)
CGBLDEDM_01771	tRNA	87				tRNA-Leu(taa)
CGBLDEDM_01772	CDS	882	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
CGBLDEDM_01773	CDS	669				hypothetical protein
CGBLDEDM_01774	CDS	1143	tyrP		COG0814	Tyrosine-specific transport protein
CGBLDEDM_01775	CDS	240				hypothetical protein
CGBLDEDM_01776	CDS	498	ftnA_1	1.16.3.2	COG1528	Bacterial non-heme ferritin
CGBLDEDM_01777	CDS	639				hypothetical protein
CGBLDEDM_01778	CDS	1422	hsrA_1			putative transport protein HsrA
CGBLDEDM_01779	CDS	252				hypothetical protein
CGBLDEDM_01780	CDS	1563	yagG_1		COG2211	Putative glycoside/cation symporter YagG
CGBLDEDM_01781	CDS	510	ftnA_2	1.16.3.2	COG1528	Bacterial non-heme ferritin
CGBLDEDM_01782	CDS	981	araF		COG1879	L-arabinose-binding periplasmic protein
CGBLDEDM_01783	CDS	1515	araG	7.5.2.12	COG1129	Arabinose import ATP-binding protein AraG
CGBLDEDM_01784	CDS	981	araH		COG1172	L-arabinose transport system permease protein AraH
CGBLDEDM_01785	CDS	789	otsB	3.1.3.12	COG1877	Trehalose-6-phosphate phosphatase
CGBLDEDM_01786	CDS	1425	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
CGBLDEDM_01787	CDS	429	uspC		COG0589	Universal stress protein C
CGBLDEDM_01788	CDS	1584	yagG_2		COG2211	Putative glycoside/cation symporter YagG
CGBLDEDM_01789	CDS	1140	yesR	3.2.1.172	COG4225	Unsaturated rhamnogalacturonyl hydrolase YesR
CGBLDEDM_01790	CDS	1734	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
CGBLDEDM_01791	CDS	570	yecM		COG3102	Protein YecM
CGBLDEDM_01792	CDS	744	cutC_1		COG3142	Copper homeostasis protein CutC
CGBLDEDM_01793	misc_RNA	309				MicL
CGBLDEDM_01794	CDS	1005	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
CGBLDEDM_01795	CDS	744	cmoA	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
CGBLDEDM_01796	CDS	396	yecN		COG3788	Inner membrane protein YecN
CGBLDEDM_01797	CDS	819				hypothetical protein
CGBLDEDM_01798	CDS	567	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
CGBLDEDM_01799	CDS	1788	aspS	6.1.1.12	COG0173	Aspartate--tRNA ligase
CGBLDEDM_01800	CDS	444	nudB	3.6.1.67	COG0494	Dihydroneopterin triphosphate diphosphatase
CGBLDEDM_01801	CDS	741	yebC		COG0217	putative transcriptional regulatory protein YebC
CGBLDEDM_01802	CDS	522	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
CGBLDEDM_01803	CDS	612	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
CGBLDEDM_01804	CDS	1011	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
CGBLDEDM_01805	CDS	786	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
CGBLDEDM_01806	CDS	753	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
CGBLDEDM_01807	CDS	945	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
CGBLDEDM_01808	CDS	1320	mepM	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
CGBLDEDM_01809	CDS	975	lpxM	2.3.1.243	COG1560	Lipid A biosynthesis myristoyltransferase
CGBLDEDM_01810	CDS	1443	pykA	2.7.1.40	COG0469	Pyruvate kinase II
CGBLDEDM_01811	CDS	888	hexR_1		COG1737	HTH-type transcriptional regulator HexR
CGBLDEDM_01812	CDS	1476	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
CGBLDEDM_01813	CDS	1812	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
CGBLDEDM_01814	CDS	642	eda		COG0800	KHG/KDPG aldolase
CGBLDEDM_01815	CDS	1179	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
CGBLDEDM_01816	CDS	348				hypothetical protein
CGBLDEDM_01817	CDS	660	yebE		COG2979	Inner membrane protein YebE
CGBLDEDM_01818	CDS	2028	ptrB	3.4.21.83	COG1770	Protease 2
CGBLDEDM_01819	CDS	660	exoX	3.1.11.-	COG0847	Exodeoxyribonuclease 10
CGBLDEDM_01820	CDS	231	holE	2.7.7.7		DNA polymerase III subunit theta
CGBLDEDM_01821	CDS	375	yobA		COG2372	Protein YobA
CGBLDEDM_01822	CDS	870	yebZ		COG1276	Inner membrane protein YebZ
CGBLDEDM_01823	CDS	339				hypothetical protein
CGBLDEDM_01824	misc_RNA	145				SraC_RyeA
CGBLDEDM_01825	misc_RNA	100				SdsR_RyeB
CGBLDEDM_01826	CDS	192				hypothetical protein
CGBLDEDM_01827	misc_RNA	63				RydC
CGBLDEDM_01828	CDS	1011			COG2990	putative protein
CGBLDEDM_01829	CDS	654	pphA_1	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
CGBLDEDM_01830	CDS	192				hypothetical protein
CGBLDEDM_01831	CDS	240	yebV			putative protein YebV
CGBLDEDM_01832	CDS	1389	rsmF	2.1.1.178	COG0144	Ribosomal RNA small subunit methyltransferase F
CGBLDEDM_01833	CDS	2634	yebT		COG3008	Intermembrane transport protein YebT
CGBLDEDM_01834	CDS	1284	yebS		COG2995	Intermembrane transport protein YebS
