locus_tag	ftype	length_bp	gene	EC_number	COG	product
DEIMIIIJ_01060	gene	543	ndhI			
DEIMIIIJ_01060	CDS	543	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
DEIMIIIJ_01061	gene	768	hycG			
DEIMIIIJ_01061	CDS	768	hycG		COG3260	Formate hydrogenlyase subunit 7
DEIMIIIJ_01062	gene	411				
DEIMIIIJ_01062	CDS	411				hypothetical protein
DEIMIIIJ_01063	gene	471	hycI			
DEIMIIIJ_01063	CDS	471	hycI	3.4.23.51	COG0680	Hydrogenase 3 maturation protease
DEIMIIIJ_01064	gene	309	symE			
DEIMIIIJ_01064	CDS	309	symE	3.1.-.-		Endoribonuclease SymE
DEIMIIIJ_01065	gene	1425	bglH_1			
DEIMIIIJ_01065	CDS	1425	bglH_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
DEIMIIIJ_01066	gene	1443	bglF_1			
DEIMIIIJ_01066	CDS	1443	bglF_1		COG1263	PTS system beta-glucoside-specific EIIBCA component
DEIMIIIJ_01067	gene	1014	ascG_3			
DEIMIIIJ_01067	CDS	1014	ascG_3		COG1609	HTH-type transcriptional regulator AscG
DEIMIIIJ_01068	gene	528	hyfA_2			
DEIMIIIJ_01068	CDS	528	hyfA_2	1.-.-.-	COG1142	Hydrogenase-4 component A
DEIMIIIJ_01069	gene	2235	hypF			
DEIMIIIJ_01069	CDS	2235	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
DEIMIIIJ_01070	gene	1014	hoxN			
DEIMIIIJ_01070	CDS	1014	hoxN			High-affinity nickel transport protein
DEIMIIIJ_01071	gene	1134	norW_1			
DEIMIIIJ_01071	CDS	1134	norW_1	1.18.1.-	COG1251	Nitric oxide reductase FlRd-NAD(+) reductase
DEIMIIIJ_01072	gene	1449	norV			
DEIMIIIJ_01072	CDS	1449	norV		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
DEIMIIIJ_01073	gene	1551	norR_2			
DEIMIIIJ_01073	CDS	1551	norR_2		COG3604	Anaerobic nitric oxide reductase transcription regulator NorR
DEIMIIIJ_01074	gene	966	gutQ			
DEIMIIIJ_01074	CDS	966	gutQ	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase GutQ
DEIMIIIJ_01075	gene	774	srlR_3			
DEIMIIIJ_01075	CDS	774	srlR_3		COG1349	Glucitol operon repressor
DEIMIIIJ_01076	gene	360				
DEIMIIIJ_01076	CDS	360				hypothetical protein
DEIMIIIJ_01077	gene	780	srlD			
DEIMIIIJ_01077	CDS	780	srlD	1.1.1.140	COG1028	Sorbitol-6-phosphate 2-dehydrogenase
DEIMIIIJ_01078	gene	363	srlB_1			
DEIMIIIJ_01078	CDS	363	srlB_1		COG3731	PTS system glucitol/sorbitol-specific EIIA component
DEIMIIIJ_01079	gene	981	srlE			
DEIMIIIJ_01079	CDS	981	srlE	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
DEIMIIIJ_01080	gene	564	srlA			
DEIMIIIJ_01080	CDS	564	srlA		COG3730	PTS system glucitol/sorbitol-specific EIIC component
DEIMIIIJ_01081	gene	1080	mltB			
DEIMIIIJ_01081	CDS	1080	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
DEIMIIIJ_01082	gene	108				
DEIMIIIJ_01082	CDS	108				hypothetical protein
DEIMIIIJ_01083	gene	678	mntB_4			
DEIMIIIJ_01083	CDS	678	mntB_4		COG1121	Manganese transport system ATP-binding protein MntB
DEIMIIIJ_01084	gene	864	mntB_5			
DEIMIIIJ_01084	CDS	864	mntB_5			Manganese transport system membrane protein MntB
DEIMIIIJ_01085	gene	879	mntA			
DEIMIIIJ_01085	CDS	879	mntA		COG0803	Manganese-binding lipoprotein MntA
DEIMIIIJ_01086	gene	498	pncC_1			
DEIMIIIJ_01086	CDS	498	pncC_1	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
DEIMIIIJ_01087	gene	1059	recA			
DEIMIIIJ_01087	CDS	1059	recA		COG0468	Protein RecA
DEIMIIIJ_01088	gene	501	recX			
DEIMIIIJ_01088	CDS	501	recX		COG2137	Regulatory protein RecX
DEIMIIIJ_01089	gene	2628	alaS			
DEIMIIIJ_01089	CDS	2628	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
DEIMIIIJ_01090	gene	186	csrA			
DEIMIIIJ_01090	CDS	186	csrA		COG1551	Carbon storage regulator
DEIMIIIJ_01091	gene	93				
DEIMIIIJ_01091	tRNA	93				tRNA-Ser(gct)
DEIMIIIJ_01092	gene	77				
DEIMIIIJ_01092	tRNA	77				tRNA-Arg(acg)
DEIMIIIJ_01093	gene	77				
DEIMIIIJ_01093	tRNA	77				tRNA-Arg(acg)
DEIMIIIJ_01094	gene	77				
DEIMIIIJ_01094	tRNA	77				tRNA-Arg(acg)
DEIMIIIJ_01095	gene	77				
DEIMIIIJ_01095	tRNA	77				tRNA-Arg(acg)
DEIMIIIJ_01096	gene	315				
DEIMIIIJ_01096	CDS	315				hypothetical protein
DEIMIIIJ_01097	gene	567	yqaB			
DEIMIIIJ_01097	CDS	567	yqaB	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
DEIMIIIJ_01098	gene	429	yqaA			
DEIMIIIJ_01098	CDS	429	yqaA		COG1238	Inner membrane protein YqaA
DEIMIIIJ_01099	gene	1557	gshA			
DEIMIIIJ_01099	CDS	1557	gshA	6.3.2.2	COG2918	Glutamate--cysteine ligase
DEIMIIIJ_01100	gene	516	luxS			
DEIMIIIJ_01100	CDS	516	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
DEIMIIIJ_01101	gene	768	nimR_1			
DEIMIIIJ_01101	CDS	768	nimR_1			HTH-type transcriptional regulator NimR
DEIMIIIJ_01102	gene	1677	leuA_1			
DEIMIIIJ_01102	CDS	1677	leuA_1	2.3.3.13	COG0119	2-isopropylmalate synthase
DEIMIIIJ_01103	gene	1539	emrB			
DEIMIIIJ_01103	CDS	1539	emrB			Multidrug export protein EmrB
DEIMIIIJ_01104	gene	1173	emrA_1			
DEIMIIIJ_01104	CDS	1173	emrA_1		COG1566	Multidrug export protein EmrA
DEIMIIIJ_01105	gene	531	mprA			
DEIMIIIJ_01105	CDS	531	mprA		COG1846	Transcriptional repressor MprA
DEIMIIIJ_01106	gene	336				
DEIMIIIJ_01106	CDS	336				hypothetical protein
DEIMIIIJ_01107	gene	747	ygaZ_1			
DEIMIIIJ_01107	CDS	747	ygaZ_1		COG1296	Inner membrane protein YgaZ
DEIMIIIJ_01108	gene	999	proX			
DEIMIIIJ_01108	CDS	999	proX		COG2113	Glycine betaine/proline betaine-binding periplasmic protein
DEIMIIIJ_01109	gene	1068	proW			
DEIMIIIJ_01109	CDS	1068	proW		COG4176	Glycine betaine/proline betaine transport system permease protein ProW
DEIMIIIJ_01110	gene	1203	proV			
DEIMIIIJ_01110	CDS	1203	proV		COG4175	Glycine betaine/proline betaine transport system ATP-binding protein ProV
DEIMIIIJ_01111	gene	963	nrdF			
DEIMIIIJ_01111	CDS	963	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 2 subunit beta
DEIMIIIJ_01112	gene	2142	nrdE			
DEIMIIIJ_01112	CDS	2142	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 2 subunit alpha
DEIMIIIJ_01113	gene	411	nrdI			
DEIMIIIJ_01113	CDS	411	nrdI		COG1780	Protein NrdI
DEIMIIIJ_01114	gene	246	nrdH			
DEIMIIIJ_01114	CDS	246	nrdH		COG0695	Glutaredoxin-like protein NrdH
DEIMIIIJ_01115	gene	432				
DEIMIIIJ_01115	CDS	432				hypothetical protein
DEIMIIIJ_01116	gene	1353	gabR_2			
DEIMIIIJ_01116	CDS	1353	gabR_2		COG1167	HTH-type transcriptional regulatory protein GabR
DEIMIIIJ_01117	gene	348	ygaM			
DEIMIIIJ_01117	CDS	348	ygaM		COG4575	putative protein YgaM
DEIMIIIJ_01118	gene	363				
DEIMIIIJ_01118	CDS	363				hypothetical protein
DEIMIIIJ_01119	gene	450	alaE			
DEIMIIIJ_01119	CDS	450	alaE			L-alanine exporter AlaE
DEIMIIIJ_01120	gene	393	stpA			
DEIMIIIJ_01120	CDS	393	stpA		COG2916	DNA-binding protein StpA
DEIMIIIJ_01121	gene	180				
DEIMIIIJ_01121	CDS	180				hypothetical protein
DEIMIIIJ_01122	gene	903				
DEIMIIIJ_01122	CDS	903				hypothetical protein
DEIMIIIJ_01123	gene	465	ygaP			
DEIMIIIJ_01123	CDS	465	ygaP		COG0607	Inner membrane protein YgaP
DEIMIIIJ_01124	gene	300	ygaV			
DEIMIIIJ_01124	CDS	300	ygaV		COG0640	putative HTH-type transcriptional regulator YgaV
DEIMIIIJ_01125	gene	606	azoR_1			
DEIMIIIJ_01125	CDS	606	azoR_1	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
DEIMIIIJ_01126	gene	909	dmlR_6			
DEIMIIIJ_01126	CDS	909	dmlR_6			HTH-type transcriptional regulator DmlR
DEIMIIIJ_01127	gene	1788	acoR			
DEIMIIIJ_01127	CDS	1788	acoR		COG3284	Acetoin dehydrogenase operon transcriptional activator AcoR
DEIMIIIJ_01128	gene	1521	adh			
DEIMIIIJ_01128	CDS	1521	adh	1.2.1.3	COG1012	Aldehyde dehydrogenase
DEIMIIIJ_01129	gene	582				
DEIMIIIJ_01129	CDS	582				hypothetical protein
DEIMIIIJ_01130	gene	663	yraI_1			
DEIMIIIJ_01130	CDS	663	yraI_1			putative fimbrial chaperone YraI
DEIMIIIJ_01131	gene	2556	fimD_2			
DEIMIIIJ_01131	CDS	2556	fimD_2		COG3188	Outer membrane usher protein FimD
DEIMIIIJ_01132	gene	1095				
DEIMIIIJ_01132	CDS	1095				hypothetical protein
DEIMIIIJ_01133	gene	1029				
DEIMIIIJ_01133	CDS	1029				hypothetical protein
DEIMIIIJ_01134	gene	2538	fimD_3			
DEIMIIIJ_01134	CDS	2538	fimD_3		COG3188	Outer membrane usher protein FimD
DEIMIIIJ_01135	gene	669	yadV_2			
DEIMIIIJ_01135	CDS	669	yadV_2			putative fimbrial chaperone YadV
DEIMIIIJ_01136	gene	549				
DEIMIIIJ_01136	CDS	549				hypothetical protein
DEIMIIIJ_01137	gene	702				
DEIMIIIJ_01137	CDS	702				hypothetical protein
DEIMIIIJ_01138	gene	762	pheC			
DEIMIIIJ_01138	CDS	762	pheC			Cyclohexadienyl dehydratase
DEIMIIIJ_01139	gene	621				
DEIMIIIJ_01139	CDS	621				hypothetical protein
DEIMIIIJ_01140	gene	795	fabG_2			
DEIMIIIJ_01140	CDS	795	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
DEIMIIIJ_01141	gene	933	ghrA_1			
DEIMIIIJ_01141	CDS	933	ghrA_1	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
DEIMIIIJ_01142	gene	729	cloR			
DEIMIIIJ_01142	CDS	729	cloR	1.13.11.83		4-hydroxy-3-prenylphenylpyruvate oxygenase/4-hydroxy-3-prenylbenzoate synthase
DEIMIIIJ_01143	gene	1521	btuD_1			
DEIMIIIJ_01143	CDS	1521	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DEIMIIIJ_01144	gene	804	fliY_1			
DEIMIIIJ_01144	CDS	804	fliY_1		COG0834	L-cystine-binding protein FliY
DEIMIIIJ_01145	gene	1068	vldW_1			
DEIMIIIJ_01145	CDS	1068	vldW_1	1.14.11.52		Validamycin A dioxygenase
DEIMIIIJ_01146	gene	864				
DEIMIIIJ_01146	CDS	864				hypothetical protein
DEIMIIIJ_01147	gene	951	gbuA			
DEIMIIIJ_01147	CDS	951	gbuA	3.5.3.7	COG0010	Guanidinobutyrase
DEIMIIIJ_01148	gene	912				
DEIMIIIJ_01148	CDS	912				hypothetical protein
DEIMIIIJ_01149	gene	480				
DEIMIIIJ_01149	CDS	480				hypothetical protein
DEIMIIIJ_01150	gene	3153	oqxB19			
DEIMIIIJ_01150	CDS	3153	oqxB19			multidrug efflux RND transporter permease subunit OqxB19
DEIMIIIJ_01151	gene	1176	bepF			
DEIMIIIJ_01151	CDS	1176	bepF			Efflux pump periplasmic linker BepF
DEIMIIIJ_01152	gene	366	rob_1			
DEIMIIIJ_01152	CDS	366	rob_1		COG2207	Right origin-binding protein
DEIMIIIJ_01153	gene	639				
DEIMIIIJ_01153	CDS	639				hypothetical protein
DEIMIIIJ_01154	gene	432	dmlR_7			
DEIMIIIJ_01154	CDS	432	dmlR_7			HTH-type transcriptional regulator DmlR
DEIMIIIJ_01155	gene	357	pgrR_2			
DEIMIIIJ_01155	CDS	357	pgrR_2			HTH-type transcriptional regulator PgrR
DEIMIIIJ_01156	gene	801				
DEIMIIIJ_01156	CDS	801				hypothetical protein
DEIMIIIJ_01157	gene	834				
DEIMIIIJ_01157	CDS	834				hypothetical protein
DEIMIIIJ_01158	gene	375				
DEIMIIIJ_01158	CDS	375				IS3 family transposase ISEc14
DEIMIIIJ_01159	gene	1524				
DEIMIIIJ_01159	CDS	1524				hypothetical protein
DEIMIIIJ_01160	gene	420	insK			
DEIMIIIJ_01160	CDS	420	insK		COG2801	Putative transposase InsK for insertion sequence element IS150
DEIMIIIJ_01161	gene	285				
DEIMIIIJ_01161	CDS	285				IS3 family transposase ISEam1
DEIMIIIJ_01162	gene	2508				
DEIMIIIJ_01162	CDS	2508				hypothetical protein
DEIMIIIJ_01163	gene	1194	intA_1			
DEIMIIIJ_01163	CDS	1194	intA_1		COG0582	Prophage integrase IntA
DEIMIIIJ_01164	gene	363	ssrA			
DEIMIIIJ_01164	tmRNA	363	ssrA			transfer-messenger RNA, SsrA
DEIMIIIJ_01165	gene	483	smpB			
DEIMIIIJ_01165	CDS	483	smpB		COG0691	SsrA-binding protein
DEIMIIIJ_01166	gene	438	ratA			
DEIMIIIJ_01166	CDS	438	ratA		COG2867	Ribosome association toxin RatA
DEIMIIIJ_01167	gene	291				
DEIMIIIJ_01167	CDS	291				hypothetical protein
DEIMIIIJ_01168	gene	342	bamE			
DEIMIIIJ_01168	CDS	342	bamE		COG2913	Outer membrane protein assembly factor BamE
DEIMIIIJ_01169	gene	1662	recN			
DEIMIIIJ_01169	CDS	1662	recN		COG0497	DNA repair protein RecN
DEIMIIIJ_01170	gene	879	nadK			
DEIMIIIJ_01170	CDS	879	nadK	2.7.1.23	COG0061	NAD kinase
DEIMIIIJ_01171	gene	591	grpE			
DEIMIIIJ_01171	CDS	591	grpE		COG0576	Protein GrpE
DEIMIIIJ_01172	gene	1287				
DEIMIIIJ_01172	CDS	1287				hypothetical protein
DEIMIIIJ_01173	gene	792	ypjD			
DEIMIIIJ_01173	CDS	792	ypjD		COG4137	Inner membrane protein YpjD
DEIMIIIJ_01174	gene	1365	ffh			
DEIMIIIJ_01174	CDS	1365	ffh		COG0541	Signal recognition particle protein
DEIMIIIJ_01175	gene	249	rpsP			
DEIMIIIJ_01175	CDS	249	rpsP		COG0228	30S ribosomal protein S16
DEIMIIIJ_01176	gene	549	rimM			
DEIMIIIJ_01176	CDS	549	rimM		COG0806	Ribosome maturation factor RimM
DEIMIIIJ_01177	gene	768	trmD			
DEIMIIIJ_01177	CDS	768	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
DEIMIIIJ_01178	gene	348	rplS			
DEIMIIIJ_01178	CDS	348	rplS		COG0335	50S ribosomal protein L19
DEIMIIIJ_01179	gene	459				
DEIMIIIJ_01179	CDS	459				hypothetical protein
DEIMIIIJ_01180	gene	1371				
DEIMIIIJ_01180	CDS	1371				hypothetical protein
DEIMIIIJ_01181	gene	483	pal_1			
DEIMIIIJ_01181	CDS	483	pal_1			Peptidoglycan-associated lipoprotein
DEIMIIIJ_01182	gene	1224	dgcN			
DEIMIIIJ_01182	CDS	1224	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
DEIMIIIJ_01183	gene	510				
DEIMIIIJ_01183	CDS	510				hypothetical protein
DEIMIIIJ_01184	gene	1071	aroF			
DEIMIIIJ_01184	CDS	1071	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
DEIMIIIJ_01185	gene	1122	tyrA			
DEIMIIIJ_01185	CDS	1122	tyrA		COG0287	T-protein
DEIMIIIJ_01186	gene	873				
DEIMIIIJ_01186	CDS	873		3.1.1.99		6-deoxy-6-sulfogluconolactonase
DEIMIIIJ_01187	gene	1161	pheA			
DEIMIIIJ_01187	CDS	1161	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
DEIMIIIJ_01188	gene	336	raiA			
DEIMIIIJ_01188	CDS	336	raiA		COG1544	Ribosome-associated inhibitor A
DEIMIIIJ_01189	gene	738	bamD			
DEIMIIIJ_01189	CDS	738	bamD		COG4105	Outer membrane protein assembly factor BamD
DEIMIIIJ_01190	gene	981	rluD			
DEIMIIIJ_01190	CDS	981	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
DEIMIIIJ_01191	gene	732	yfiH			
DEIMIIIJ_01191	CDS	732	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
DEIMIIIJ_01192	gene	2574	clpB			
DEIMIIIJ_01192	CDS	2574	clpB		COG0542	Chaperone protein ClpB
DEIMIIIJ_01193	gene	1536				
DEIMIIIJ_01193	rRNA	1536				16S ribosomal RNA
DEIMIIIJ_01194	gene	76				
DEIMIIIJ_01194	tRNA	76				tRNA-Glu(ttc)
DEIMIIIJ_01195	gene	2899				
DEIMIIIJ_01195	rRNA	2899				23S ribosomal RNA
DEIMIIIJ_01196	gene	111				
DEIMIIIJ_01196	rRNA	111				5S ribosomal RNA
DEIMIIIJ_01197	gene	1299	kgtP_1			
DEIMIIIJ_01197	CDS	1299	kgtP_1			Alpha-ketoglutarate permease
DEIMIIIJ_01198	gene	324				
DEIMIIIJ_01198	CDS	324				hypothetical protein
DEIMIIIJ_01199	gene	1356	pssA			
DEIMIIIJ_01199	CDS	1356	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase
DEIMIIIJ_01200	gene	2652	pat_1			
DEIMIIIJ_01200	CDS	2652	pat_1	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase Pat
DEIMIIIJ_01201	gene	699				
DEIMIIIJ_01201	CDS	699				hypothetical protein
DEIMIIIJ_01202	gene	426	trxC			
DEIMIIIJ_01202	CDS	426	trxC	1.8.1.8	COG0526	Thioredoxin 2
DEIMIIIJ_01203	gene	1086	yfiF			
DEIMIIIJ_01203	CDS	1086	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
DEIMIIIJ_01204	gene	690	ung			
DEIMIIIJ_01204	CDS	690	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
DEIMIIIJ_01205	gene	384	grcA			
DEIMIIIJ_01205	CDS	384	grcA		COG3445	Autonomous glycyl radical cofactor
DEIMIIIJ_01206	gene	1332	srmB			
DEIMIIIJ_01206	CDS	1332	srmB	3.6.4.13	COG0513	ATP-dependent RNA helicase SrmB
DEIMIIIJ_01207	gene	738	yfiC			
DEIMIIIJ_01207	CDS	738	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
DEIMIIIJ_01208	gene	1620	nadB			
DEIMIIIJ_01208	CDS	1620	nadB	1.4.3.16	COG0029	L-aspartate oxidase
DEIMIIIJ_01209	gene	576	rpoE			
DEIMIIIJ_01209	CDS	576	rpoE			ECF RNA polymerase sigma-E factor
DEIMIIIJ_01210	gene	651	rseA			
DEIMIIIJ_01210	CDS	651	rseA		COG3073	Anti-sigma-E factor RseA
DEIMIIIJ_01211	gene	957	rseB			
DEIMIIIJ_01211	CDS	957	rseB		COG3026	Sigma-E factor regulatory protein RseB
DEIMIIIJ_01212	gene	480	rseC			
DEIMIIIJ_01212	CDS	480	rseC		COG3086	Protein RseC
DEIMIIIJ_01213	gene	1230				
DEIMIIIJ_01213	CDS	1230				hypothetical protein
DEIMIIIJ_01214	gene	276				
DEIMIIIJ_01214	CDS	276				hypothetical protein
DEIMIIIJ_01215	gene	309				
DEIMIIIJ_01215	CDS	309				hypothetical protein
DEIMIIIJ_01216	gene	612				
DEIMIIIJ_01216	CDS	612				hypothetical protein
DEIMIIIJ_01217	gene	339				
DEIMIIIJ_01217	CDS	339				hypothetical protein
DEIMIIIJ_01218	gene	1089				
DEIMIIIJ_01218	CDS	1089				hypothetical protein
DEIMIIIJ_01219	gene	3051				
DEIMIIIJ_01219	CDS	3051				hypothetical protein
DEIMIIIJ_01220	gene	156				
DEIMIIIJ_01220	CDS	156				hypothetical protein
DEIMIIIJ_01221	gene	192				
DEIMIIIJ_01221	CDS	192				hypothetical protein
DEIMIIIJ_01222	gene	210				
DEIMIIIJ_01222	CDS	210				hypothetical protein
DEIMIIIJ_01223	gene	249				
DEIMIIIJ_01223	CDS	249				hypothetical protein
DEIMIIIJ_01224	gene	384				
DEIMIIIJ_01224	CDS	384				hypothetical protein
DEIMIIIJ_01225	gene	219				
DEIMIIIJ_01225	CDS	219				hypothetical protein
DEIMIIIJ_01226	gene	537				
DEIMIIIJ_01226	CDS	537				hypothetical protein
DEIMIIIJ_01227	gene	909				
DEIMIIIJ_01227	CDS	909				hypothetical protein
DEIMIIIJ_01228	gene	750	dnaC_1			
DEIMIIIJ_01228	CDS	750	dnaC_1		COG1484	DNA replication protein DnaC
DEIMIIIJ_01229	gene	336				
DEIMIIIJ_01229	CDS	336				hypothetical protein
DEIMIIIJ_01230	gene	786				
DEIMIIIJ_01230	CDS	786				hypothetical protein
DEIMIIIJ_01231	gene	204				
DEIMIIIJ_01231	CDS	204				hypothetical protein
DEIMIIIJ_01232	gene	237				
DEIMIIIJ_01232	CDS	237				hypothetical protein
DEIMIIIJ_01233	gene	606				
DEIMIIIJ_01233	CDS	606				hypothetical protein
DEIMIIIJ_01234	gene	507				
DEIMIIIJ_01234	CDS	507				hypothetical protein
DEIMIIIJ_01235	gene	183				
DEIMIIIJ_01235	CDS	183				hypothetical protein
DEIMIIIJ_01236	gene	264				
DEIMIIIJ_01236	CDS	264				hypothetical protein
DEIMIIIJ_01237	gene	234	dinI_1			
DEIMIIIJ_01237	CDS	234	dinI_1			DNA damage-inducible protein I
DEIMIIIJ_01238	gene	597				
DEIMIIIJ_01238	CDS	597				hypothetical protein
DEIMIIIJ_01239	gene	381				
DEIMIIIJ_01239	CDS	381				hypothetical protein
DEIMIIIJ_01240	gene	357				
DEIMIIIJ_01240	CDS	357				hypothetical protein
DEIMIIIJ_01241	gene	123				
DEIMIIIJ_01241	CDS	123				hypothetical protein
DEIMIIIJ_01242	gene	822				
DEIMIIIJ_01242	CDS	822				hypothetical protein
DEIMIIIJ_01243	gene	387				
DEIMIIIJ_01243	CDS	387				hypothetical protein
DEIMIIIJ_01244	gene	282				
DEIMIIIJ_01244	CDS	282				hypothetical protein
DEIMIIIJ_01245	gene	630				
DEIMIIIJ_01245	CDS	630				hypothetical protein
DEIMIIIJ_01246	gene	276				
DEIMIIIJ_01246	CDS	276				hypothetical protein
DEIMIIIJ_01247	gene	201				
DEIMIIIJ_01247	CDS	201				hypothetical protein
DEIMIIIJ_01248	gene	150				
DEIMIIIJ_01248	CDS	150				hypothetical protein
DEIMIIIJ_01249	gene	285				
DEIMIIIJ_01249	CDS	285				hypothetical protein
DEIMIIIJ_01250	gene	273				
DEIMIIIJ_01250	CDS	273				hypothetical protein
DEIMIIIJ_01251	gene	294				
DEIMIIIJ_01251	CDS	294				hypothetical protein
DEIMIIIJ_01252	gene	1005				
DEIMIIIJ_01252	CDS	1005				hypothetical protein
DEIMIIIJ_01253	gene	1305				
DEIMIIIJ_01253	CDS	1305				hypothetical protein
DEIMIIIJ_01254	gene	1425				
DEIMIIIJ_01254	CDS	1425				hypothetical protein
DEIMIIIJ_01255	gene	1113				
DEIMIIIJ_01255	CDS	1113				hypothetical protein
DEIMIIIJ_01256	gene	765				
DEIMIIIJ_01256	CDS	765				hypothetical protein
DEIMIIIJ_01257	gene	1137				
DEIMIIIJ_01257	CDS	1137				hypothetical protein
DEIMIIIJ_01258	gene	357				
DEIMIIIJ_01258	CDS	357				hypothetical protein
DEIMIIIJ_01259	gene	411				
DEIMIIIJ_01259	CDS	411				hypothetical protein
DEIMIIIJ_01260	gene	234				
DEIMIIIJ_01260	CDS	234				hypothetical protein
DEIMIIIJ_01261	gene	384				
DEIMIIIJ_01261	CDS	384				hypothetical protein
DEIMIIIJ_01262	gene	552				
DEIMIIIJ_01262	CDS	552				hypothetical protein
DEIMIIIJ_01263	gene	393				
DEIMIIIJ_01263	CDS	393				hypothetical protein
DEIMIIIJ_01264	gene	1173				
DEIMIIIJ_01264	CDS	1173				hypothetical protein
DEIMIIIJ_01265	gene	483				
DEIMIIIJ_01265	CDS	483				hypothetical protein
DEIMIIIJ_01266	gene	177				
DEIMIIIJ_01266	CDS	177				hypothetical protein
DEIMIIIJ_01267	gene	357				
DEIMIIIJ_01267	CDS	357				hypothetical protein
DEIMIIIJ_01268	gene	522				
DEIMIIIJ_01268	CDS	522				hypothetical protein
DEIMIIIJ_01269	gene	3600				
DEIMIIIJ_01269	CDS	3600				hypothetical protein
DEIMIIIJ_01270	gene	474				
DEIMIIIJ_01270	CDS	474				hypothetical protein
DEIMIIIJ_01271	gene	483				
DEIMIIIJ_01271	CDS	483				hypothetical protein
DEIMIIIJ_01272	gene	381				
DEIMIIIJ_01272	CDS	381				hypothetical protein
DEIMIIIJ_01273	gene	3069				
DEIMIIIJ_01273	CDS	3069				hypothetical protein
DEIMIIIJ_01274	gene	2607				
DEIMIIIJ_01274	CDS	2607				hypothetical protein
DEIMIIIJ_01275	gene	1098				
DEIMIIIJ_01275	CDS	1098				hypothetical protein
DEIMIIIJ_01276	gene	813				
DEIMIIIJ_01276	CDS	813				hypothetical protein
DEIMIIIJ_01277	gene	240				
DEIMIIIJ_01277	CDS	240				hypothetical protein
DEIMIIIJ_01278	gene	1800	lepA			
DEIMIIIJ_01278	CDS	1800	lepA	3.6.5.-	COG0481	Elongation factor 4
DEIMIIIJ_01279	gene	975	lepB			
DEIMIIIJ_01279	CDS	975	lepB	3.4.21.89	COG0681	Signal peptidase I
DEIMIIIJ_01280	gene	681	rnc			
DEIMIIIJ_01280	CDS	681	rnc	3.1.26.3	COG0571	Ribonuclease 3
DEIMIIIJ_01281	gene	906	era_1			
DEIMIIIJ_01281	CDS	906	era_1		COG1159	GTPase Era
DEIMIIIJ_01282	gene	738	recO			
DEIMIIIJ_01282	CDS	738	recO		COG1381	DNA repair protein RecO
DEIMIIIJ_01283	gene	732	pdxJ			
DEIMIIIJ_01283	CDS	732	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
DEIMIIIJ_01284	gene	381	acpS			
DEIMIIIJ_01284	CDS	381	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
DEIMIIIJ_01285	gene	261	yfhL			
DEIMIIIJ_01285	CDS	261	yfhL		COG1145	Ferredoxin YfhL
DEIMIIIJ_01286	gene	849	murR			
DEIMIIIJ_01286	CDS	849	murR		COG1737	HTH-type transcriptional regulator MurR
DEIMIIIJ_01287	gene	636	pgpC			
DEIMIIIJ_01287	CDS	636	pgpC	3.1.3.27	COG0560	Phosphatidylglycerophosphatase C
DEIMIIIJ_01288	gene	510	tadA			
DEIMIIIJ_01288	CDS	510	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
DEIMIIIJ_01289	gene	1617	mltF_1			
