locus_tag	ftype	length_bp	gene	EC_number	COG	product
PLJHALKC_00759	gene	981				
PLJHALKC_00759	CDS	981			COG3039	IS5 family transposase ISKpn26
PLJHALKC_00760	gene	849				
PLJHALKC_00760	CDS	849				hypothetical protein
PLJHALKC_00761	gene	294	symE_1			
PLJHALKC_00761	CDS	294	symE_1	3.1.-.-		Toxic protein SymE
PLJHALKC_00762	gene	1011				
PLJHALKC_00762	CDS	1011				hypothetical protein
PLJHALKC_00763	gene	1599				
PLJHALKC_00763	CDS	1599				hypothetical protein
PLJHALKC_00764	gene	396				
PLJHALKC_00764	CDS	396				hypothetical protein
PLJHALKC_00765	gene	942				
PLJHALKC_00765	CDS	942				hypothetical protein
PLJHALKC_00766	gene	1422				
PLJHALKC_00766	CDS	1422				hypothetical protein
PLJHALKC_00767	gene	342				
PLJHALKC_00767	CDS	342				hypothetical protein
PLJHALKC_00768	gene	1530				
PLJHALKC_00768	CDS	1530				hypothetical protein
PLJHALKC_00769	gene	981				
PLJHALKC_00769	CDS	981			COG3039	IS5 family transposase ISKpn26
PLJHALKC_00770	gene	201				
PLJHALKC_00770	CDS	201				hypothetical protein
PLJHALKC_00771	gene	252				
PLJHALKC_00771	CDS	252				hypothetical protein
PLJHALKC_00772	gene	246				
PLJHALKC_00772	CDS	246				hypothetical protein
PLJHALKC_00773	gene	456				
PLJHALKC_00773	CDS	456				hypothetical protein
PLJHALKC_00774	gene	171				
PLJHALKC_00774	CDS	171				hypothetical protein
PLJHALKC_00775	gene	261				
PLJHALKC_00775	CDS	261				hypothetical protein
PLJHALKC_00776	gene	1191				
PLJHALKC_00776	CDS	1191				hypothetical protein
PLJHALKC_00777	gene	894				
PLJHALKC_00777	CDS	894				hypothetical protein
PLJHALKC_00778	gene	954				
PLJHALKC_00778	CDS	954				hypothetical protein
PLJHALKC_00779	gene	279				
PLJHALKC_00779	CDS	279				hypothetical protein
PLJHALKC_00780	gene	399	klcA_1			
PLJHALKC_00780	CDS	399	klcA_1			Antirestriction protein KlcA
PLJHALKC_00781	gene	348				
PLJHALKC_00781	CDS	348				hypothetical protein
PLJHALKC_00782	gene	606				
PLJHALKC_00782	CDS	606				hypothetical protein
PLJHALKC_00783	gene	981	traC_1			
PLJHALKC_00783	CDS	981	traC_1	2.7.7.-		DNA primase TraC
PLJHALKC_00784	gene	1290				
PLJHALKC_00784	CDS	1290				hypothetical protein
PLJHALKC_00785	gene	948	xerC_1			
PLJHALKC_00785	CDS	948	xerC_1			Tyrosine recombinase XerC
PLJHALKC_00786	gene	76				
PLJHALKC_00786	tRNA	76				tRNA-Phe(gaa)
PLJHALKC_00787	gene	714	ydfK_1			
PLJHALKC_00787	CDS	714	ydfK_1		COG1811	putative membrane protein YdfK
PLJHALKC_00788	gene	2139	speC			
PLJHALKC_00788	CDS	2139	speC	4.1.1.17	COG1982	Constitutive ornithine decarboxylase
PLJHALKC_00789	gene	1254	nupG			
PLJHALKC_00789	CDS	1254	nupG			Nucleoside permease NupG
PLJHALKC_00790	gene	1086	mltC			
PLJHALKC_00790	CDS	1086	mltC	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase C
PLJHALKC_00791	gene	276	yggX			
PLJHALKC_00791	CDS	276	yggX		COG2924	putative Fe(2+)-trafficking protein
PLJHALKC_00792	gene	1059	mutY			
PLJHALKC_00792	CDS	1059	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
PLJHALKC_00793	gene	720	trmB			
PLJHALKC_00793	CDS	720	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
PLJHALKC_00794	gene	327				
PLJHALKC_00794	CDS	327			COG3171	putative protein
PLJHALKC_00795	gene	717				
PLJHALKC_00795	CDS	717				hypothetical protein
PLJHALKC_00796	gene	1137	hemW			
PLJHALKC_00796	CDS	1137	hemW		COG0635	Heme chaperone HemW
PLJHALKC_00797	gene	594	rdgB			
PLJHALKC_00797	CDS	594	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
PLJHALKC_00798	gene	291				
PLJHALKC_00798	CDS	291				hypothetical protein
PLJHALKC_00799	gene	567				
PLJHALKC_00799	CDS	567				hypothetical protein
PLJHALKC_00800	gene	702	yggS			
PLJHALKC_00800	CDS	702	yggS		COG0325	Pyridoxal phosphate homeostasis protein
PLJHALKC_00801	gene	981	yggR			
PLJHALKC_00801	CDS	981	yggR		COG2805	putative protein YggR
PLJHALKC_00802	gene	654	csgD			
PLJHALKC_00802	CDS	654	csgD		COG2771	CsgBAC operon transcriptional regulatory protein
PLJHALKC_00803	gene	417	yqgF			
PLJHALKC_00803	CDS	417	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
PLJHALKC_00804	gene	564				
PLJHALKC_00804	CDS	564				hypothetical protein
PLJHALKC_00805	gene	951	gshB			
PLJHALKC_00805	CDS	951	gshB	6.3.2.3	COG0189	Glutathione synthetase
PLJHALKC_00806	gene	732	rsmE			
PLJHALKC_00806	CDS	732	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
PLJHALKC_00807	gene	708	endA			
PLJHALKC_00807	CDS	708	endA	3.1.21.1	COG2356	Endonuclease-1
PLJHALKC_00808	gene	459	sprT			
PLJHALKC_00808	CDS	459	sprT			Protein SprT
PLJHALKC_00809	gene	1395	galP			
PLJHALKC_00809	CDS	1395	galP			Galactose-proton symporter
PLJHALKC_00810	gene	1155	metK			
PLJHALKC_00810	CDS	1155	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
PLJHALKC_00811	gene	1977	speA			
PLJHALKC_00811	CDS	1977	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
PLJHALKC_00812	gene	921	speB			
PLJHALKC_00812	CDS	921	speB	3.5.3.11	COG0010	Agmatinase
PLJHALKC_00813	gene	1221	lgoT_1			
PLJHALKC_00813	CDS	1221	lgoT_1			putative L-galactonate transporter
PLJHALKC_00814	gene	324	doxA			
PLJHALKC_00814	CDS	324	doxA			Naphthalene 1,2-dioxygenase system, ferredoxin component
PLJHALKC_00815	gene	309				
PLJHALKC_00815	CDS	309				hypothetical protein
PLJHALKC_00816	gene	1023				
PLJHALKC_00816	CDS	1023				hypothetical protein
PLJHALKC_00817	gene	750	pldh-t			
PLJHALKC_00817	CDS	750	pldh-t	1.1.1.107		Pyridoxal 4-dehydrogenase
PLJHALKC_00818	gene	789	pcaR_1			
PLJHALKC_00818	CDS	789	pcaR_1		COG1414	Pca regulon regulatory protein
PLJHALKC_00819	gene	927				
PLJHALKC_00819	CDS	927				hypothetical protein
PLJHALKC_00820	gene	1197	cmtAa			
PLJHALKC_00820	CDS	1197	cmtAa	1.18.1.3	COG0446	p-cumate 2,3-dioxygenase system, ferredoxin--NAD(+) reductase component
PLJHALKC_00821	gene	1257	sauU			
PLJHALKC_00821	CDS	1257	sauU			putative sulfoacetate transporter SauU
PLJHALKC_00822	gene	531				
PLJHALKC_00822	CDS	531				hypothetical protein
PLJHALKC_00823	gene	771	menH_1			
PLJHALKC_00823	CDS	771	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
PLJHALKC_00824	gene	795	baiA1			
PLJHALKC_00824	CDS	795	baiA1	1.1.1.395		3alpha-hydroxy bile acid-CoA-ester 3-dehydrogenase 1/3
PLJHALKC_00825	gene	765	nadX			
PLJHALKC_00825	CDS	765	nadX	1.4.1.21	COG1712	L-aspartate dehydrogenase
PLJHALKC_00826	gene	1470	betB_1			
PLJHALKC_00826	CDS	1470	betB_1	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
PLJHALKC_00827	gene	1641	ilvB_2			
PLJHALKC_00827	CDS	1641	ilvB_2	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
PLJHALKC_00828	gene	1269	oprD			
PLJHALKC_00828	CDS	1269	oprD	3.4.21.-		Porin D
PLJHALKC_00829	gene	759	loiP			
PLJHALKC_00829	CDS	759	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
PLJHALKC_00830	gene	1992	tktA			
PLJHALKC_00830	CDS	1992	tktA	2.2.1.1	COG0021	Transketolase 1
PLJHALKC_00831	gene	1029	epd			
PLJHALKC_00831	CDS	1029	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
PLJHALKC_00832	gene	1164	pgk			
PLJHALKC_00832	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
PLJHALKC_00833	gene	1080	fbaA_1			
PLJHALKC_00833	CDS	1080	fbaA_1	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
PLJHALKC_00834	gene	858	mscS			
PLJHALKC_00834	CDS	858	mscS		COG0668	Small-conductance mechanosensitive channel
PLJHALKC_00835	gene	636	argO			
PLJHALKC_00835	CDS	636	argO		COG1279	Arginine exporter protein ArgO
PLJHALKC_00836	gene	768				
PLJHALKC_00836	CDS	768			COG2968	26 kDa periplasmic immunogenic protein
PLJHALKC_00837	gene	894	argP_1			
PLJHALKC_00837	CDS	894	argP_1		COG0583	HTH-type transcriptional regulator ArgP
PLJHALKC_00838	gene	660	rpiA			
PLJHALKC_00838	CDS	660	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
PLJHALKC_00839	gene	1233	serA			
PLJHALKC_00839	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
PLJHALKC_00840	gene	597	ygfA			
PLJHALKC_00840	CDS	597	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
PLJHALKC_00841	gene	330	zapA			
PLJHALKC_00841	CDS	330	zapA		COG3027	Cell division protein ZapA
PLJHALKC_00842	gene	585				
PLJHALKC_00842	CDS	585				hypothetical protein
PLJHALKC_00843	gene	1317	pepP			
PLJHALKC_00843	CDS	1317	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
PLJHALKC_00844	gene	1179	ubiH			
PLJHALKC_00844	CDS	1179	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
PLJHALKC_00845	gene	1203	ubiI			
PLJHALKC_00845	CDS	1203	ubiI	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
PLJHALKC_00846	gene	1095	gcvT			
PLJHALKC_00846	CDS	1095	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
PLJHALKC_00847	gene	390	gcvH			
PLJHALKC_00847	CDS	390	gcvH		COG0509	Glycine cleavage system H protein
PLJHALKC_00848	gene	2874	gcvP			
PLJHALKC_00848	CDS	2874	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
PLJHALKC_00849	gene	744	ygfF			
PLJHALKC_00849	CDS	744	ygfF	1.-.-.-		putative oxidoreductase YgfF
PLJHALKC_00850	gene	504	resA			
PLJHALKC_00850	CDS	504	resA			Thiol-disulfide oxidoreductase ResA
PLJHALKC_00851	gene	612				
PLJHALKC_00851	CDS	612				hypothetical protein
PLJHALKC_00852	gene	2010	dsbD_1			
PLJHALKC_00852	CDS	2010	dsbD_1	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
PLJHALKC_00853	gene	360				
PLJHALKC_00853	CDS	360				hypothetical protein
PLJHALKC_00854	gene	1434	bglA_1			
PLJHALKC_00854	CDS	1434	bglA_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
PLJHALKC_00855	gene	729	glvR			
PLJHALKC_00855	CDS	729	glvR		COG1737	HTH-type transcriptional regulator GlvR
PLJHALKC_00856	gene	312				
PLJHALKC_00856	CDS	312				hypothetical protein
PLJHALKC_00857	gene	660				
PLJHALKC_00857	CDS	660				hypothetical protein
PLJHALKC_00858	gene	984	ygfZ			
PLJHALKC_00858	CDS	984	ygfZ		COG0354	tRNA-modifying protein YgfZ
PLJHALKC_00859	gene	267	sdhE			
PLJHALKC_00859	CDS	267	sdhE		COG2938	FAD assembly factor SdhE
PLJHALKC_00860	gene	411	ygfX			
PLJHALKC_00860	CDS	411	ygfX			Inner membrane protein YgfX
PLJHALKC_00861	gene	522	fldB			
PLJHALKC_00861	CDS	522	fldB		COG0716	Flavodoxin 2
PLJHALKC_00862	gene	897	xerD_1			
PLJHALKC_00862	CDS	897	xerD_1		COG4974	Tyrosine recombinase XerD
PLJHALKC_00863	gene	714	dsbC			
PLJHALKC_00863	CDS	714	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
PLJHALKC_00864	gene	1734	recJ			
PLJHALKC_00864	CDS	1734	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
PLJHALKC_00865	gene	963	prfB			
PLJHALKC_00865	CDS	963	prfB		COG1186	Peptide chain release factor RF2
PLJHALKC_00866	gene	1518	lysS			
PLJHALKC_00866	CDS	1518	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
PLJHALKC_00867	gene	555	idi			
PLJHALKC_00867	CDS	555	idi	5.3.3.2	COG1443	Isopentenyl-diphosphate Delta-isomerase
PLJHALKC_00868	gene	714	nlpD_1			
PLJHALKC_00868	CDS	714	nlpD_1		COG0739	Murein hydrolase activator NlpD
PLJHALKC_00869	gene	74				
PLJHALKC_00869	tRNA	74				tRNA-Gly(ccc)
PLJHALKC_00870	gene	1389	ribZ_1			
PLJHALKC_00870	CDS	1389	ribZ_1			Riboflavin transporter RibZ
PLJHALKC_00871	gene	930	nodD2_1			
PLJHALKC_00871	CDS	930	nodD2_1			Nodulation protein D 2
PLJHALKC_00872	gene	804				
PLJHALKC_00872	CDS	804				hypothetical protein
PLJHALKC_00873	gene	1020	yajO_1			
PLJHALKC_00873	CDS	1020	yajO_1	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
PLJHALKC_00874	gene	558	kefF_1			
PLJHALKC_00874	CDS	558	kefF_1	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefF
PLJHALKC_00875	gene	309				
PLJHALKC_00875	CDS	309				hypothetical protein
PLJHALKC_00876	gene	927	pgrR_1			
PLJHALKC_00876	CDS	927	pgrR_1			HTH-type transcriptional regulator PgrR
PLJHALKC_00877	gene	573				
PLJHALKC_00877	CDS	573				hypothetical protein
PLJHALKC_00878	gene	294				
PLJHALKC_00878	CDS	294				hypothetical protein
PLJHALKC_00879	gene	330				
PLJHALKC_00879	CDS	330				hypothetical protein
PLJHALKC_00880	gene	1293	arsB			
PLJHALKC_00880	CDS	1293	arsB		COG1055	Arsenical pump membrane protein
PLJHALKC_00881	gene	423	arsC			
PLJHALKC_00881	CDS	423	arsC	1.20.4.1		Arsenate reductase
PLJHALKC_00882	gene	1554	dtpT			
PLJHALKC_00882	CDS	1554	dtpT		COG3104	Di-/tripeptide transporter
PLJHALKC_00883	gene	300				
PLJHALKC_00883	CDS	300				hypothetical protein
PLJHALKC_00884	gene	1449	cusC_1			
PLJHALKC_00884	CDS	1449	cusC_1		COG1538	Cation efflux system protein CusC
PLJHALKC_00885	gene	1938	mdtO			
PLJHALKC_00885	CDS	1938	mdtO		COG1289	Multidrug resistance protein MdtO
PLJHALKC_00886	gene	1026	mdtN			
PLJHALKC_00886	CDS	1026	mdtN		COG1566	Multidrug resistance protein MdtN
PLJHALKC_00887	gene	273				
PLJHALKC_00887	CDS	273				hypothetical protein
PLJHALKC_00888	gene	231				
PLJHALKC_00888	CDS	231				hypothetical protein
PLJHALKC_00889	gene	273	yjdJ			
PLJHALKC_00889	CDS	273	yjdJ		COG2388	putative protein YjdJ
PLJHALKC_00890	gene	1323				
PLJHALKC_00890	CDS	1323				hypothetical protein
PLJHALKC_00891	gene	909	fimH			
PLJHALKC_00891	CDS	909	fimH			Type 1 fimbrin D-mannose specific adhesin
PLJHALKC_00892	gene	501	fimG			
PLJHALKC_00892	CDS	501	fimG			Protein FimG
PLJHALKC_00893	gene	528	fimF			
PLJHALKC_00893	CDS	528	fimF			Protein FimF
PLJHALKC_00894	gene	2613	fimD_1			
PLJHALKC_00894	CDS	2613	fimD_1		COG3188	Outer membrane usher protein FimD
PLJHALKC_00895	gene	705	fimC_1			
PLJHALKC_00895	CDS	705	fimC_1			Chaperone protein FimC
PLJHALKC_00896	gene	537	fimA_1			
PLJHALKC_00896	CDS	537	fimA_1			Type-1 fimbrial protein, A chain
PLJHALKC_00897	gene	549	fim			
PLJHALKC_00897	CDS	549	fim			Fimbrial subunit type 1
PLJHALKC_00898	gene	609				
PLJHALKC_00898	CDS	609				ISKra4 family transposase ISCep1
PLJHALKC_00899	gene	606				
PLJHALKC_00899	CDS	606				ISKra4 family transposase ISCep1
PLJHALKC_00900	gene	957				
PLJHALKC_00900	CDS	957				hypothetical protein
PLJHALKC_00901	gene	507				
PLJHALKC_00901	CDS	507				hypothetical protein
PLJHALKC_00902	gene	897				
PLJHALKC_00902	CDS	897				hypothetical protein
PLJHALKC_00903	gene	210				
PLJHALKC_00903	CDS	210				hypothetical protein
PLJHALKC_00904	gene	609				
PLJHALKC_00904	CDS	609				hypothetical protein
PLJHALKC_00905	gene	702	yadV_1			
PLJHALKC_00905	CDS	702	yadV_1			putative fimbrial chaperone YadV
PLJHALKC_00906	gene	2487	htrE_1			
PLJHALKC_00906	CDS	2487	htrE_1		COG3188	Outer membrane usher protein HtrE
PLJHALKC_00907	gene	996	mrkD_1			
PLJHALKC_00907	CDS	996	mrkD_1			Fimbria adhesin protein
PLJHALKC_00908	gene	636				
PLJHALKC_00908	CDS	636				hypothetical protein
PLJHALKC_00909	gene	717	pdeH_1			
PLJHALKC_00909	CDS	717	pdeH_1	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeH
PLJHALKC_00910	gene	573				
PLJHALKC_00910	CDS	573				hypothetical protein
PLJHALKC_00911	gene	267				
PLJHALKC_00911	CDS	267				hypothetical protein
PLJHALKC_00912	gene	1077				
PLJHALKC_00912	CDS	1077				IS110 family transposase ISEc21
PLJHALKC_00913	gene	270				
PLJHALKC_00913	CDS	270				hypothetical protein
PLJHALKC_00914	gene	879	pdxI			
PLJHALKC_00914	CDS	879	pdxI	1.1.1.65		Pyridoxine 4-dehydrogenase
PLJHALKC_00915	gene	1230	yqeG			
PLJHALKC_00915	CDS	1230	yqeG		COG0814	Inner membrane transport protein YqeG
PLJHALKC_00916	gene	462				
PLJHALKC_00916	CDS	462				hypothetical protein
PLJHALKC_00917	gene	870	gltC_1			
PLJHALKC_00917	CDS	870	gltC_1			HTH-type transcriptional regulator GltC
PLJHALKC_00918	gene	1179	thlA_1			
PLJHALKC_00918	CDS	1179	thlA_1	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
PLJHALKC_00919	gene	696	kdgM			
PLJHALKC_00919	CDS	696	kdgM			Oligogalacturonate-specific porin KdgM
PLJHALKC_00920	gene	1176	ogl			
PLJHALKC_00920	CDS	1176	ogl	4.2.2.6	COG0823	Oligogalacturonate lyase
PLJHALKC_00921	gene	762	kduD_1			
PLJHALKC_00921	CDS	762	kduD_1	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
PLJHALKC_00922	gene	1422	araE			
PLJHALKC_00922	CDS	1422	araE			Arabinose-proton symporter
PLJHALKC_00923	gene	996	cytR_1			
PLJHALKC_00923	CDS	996	cytR_1		COG1609	HTH-type transcriptional repressor CytR
PLJHALKC_00924	gene	1242	cscB			
PLJHALKC_00924	CDS	1242	cscB			Sucrose permease
PLJHALKC_00925	gene	1437	sacA			
PLJHALKC_00925	CDS	1437	sacA	3.2.1.26		Sucrose-6-phosphate hydrolase
PLJHALKC_00926	gene	1344				
PLJHALKC_00926	CDS	1344				hypothetical protein
PLJHALKC_00927	gene	1287	yesO			
PLJHALKC_00927	CDS	1287	yesO		COG1653	Putative ABC transporter substrate-binding protein YesO
PLJHALKC_00928	gene	1128	msiK			
PLJHALKC_00928	CDS	1128	msiK	7.5.2.-	COG3839	Diacetylchitobiose uptake system ATP-binding protein MsiK
PLJHALKC_00929	gene	903	dasC			
PLJHALKC_00929	CDS	903	dasC		COG0395	Diacetylchitobiose uptake system permease protein DasC
PLJHALKC_00930	gene	891	lacF			
PLJHALKC_00930	CDS	891	lacF			Lactose transport system permease protein LacF
PLJHALKC_00931	gene	327				
PLJHALKC_00931	CDS	327				hypothetical protein
PLJHALKC_00932	gene	714	ygeA			
PLJHALKC_00932	CDS	714	ygeA	5.1.1.13		L-aspartate/glutamate-specific racemase
PLJHALKC_00933	gene	927	occR			
PLJHALKC_00933	CDS	927	occR			Octopine catabolism/uptake operon regulatory protein OccR
PLJHALKC_00934	gene	1263	lysA			
PLJHALKC_00934	CDS	1263	lysA	4.1.1.20		Diaminopimelate decarboxylase
PLJHALKC_00935	gene	1011	ascG_1			
PLJHALKC_00935	CDS	1011	ascG_1		COG1609	HTH-type transcriptional regulator AscG
PLJHALKC_00936	gene	1338	licC_2			
PLJHALKC_00936	CDS	1338	licC_2		COG1455	Lichenan permease IIC component
PLJHALKC_00937	gene	1428	gmuD_1			
PLJHALKC_00937	CDS	1428	gmuD_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
PLJHALKC_00938	gene	774	lldR_3			
PLJHALKC_00938	CDS	774	lldR_3		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
PLJHALKC_00939	gene	480				
PLJHALKC_00939	CDS	480				hypothetical protein
PLJHALKC_00940	gene	1017	galR			
PLJHALKC_00940	CDS	1017	galR		COG1609	HTH-type transcriptional regulator GalR
PLJHALKC_00941	gene	2160	aas			
PLJHALKC_00941	CDS	2160	aas		COG0204	Bifunctional protein Aas
PLJHALKC_00942	gene	1194	lplT			
PLJHALKC_00942	CDS	1194	lplT			Lysophospholipid transporter LplT
PLJHALKC_00943	gene	1041	tas			
PLJHALKC_00943	CDS	1041	tas		COG0667	Protein tas
PLJHALKC_00944	gene	219	ygdR_1			
PLJHALKC_00944	CDS	219	ygdR_1			putative lipoprotein YgdR
PLJHALKC_00945	gene	714				
PLJHALKC_00945	CDS	714				hypothetical protein
PLJHALKC_00946	gene	696	mutH			
PLJHALKC_00946	CDS	696	mutH		COG3066	DNA mismatch repair protein MutH
PLJHALKC_00947	gene	531	rppH_2			
PLJHALKC_00947	CDS	531	rppH_2	3.6.1.-	COG0494	RNA pyrophosphohydrolase
PLJHALKC_00948	gene	2247	ptsP			
PLJHALKC_00948	CDS	2247	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
PLJHALKC_00949	gene	876	lgt			
PLJHALKC_00949	CDS	876	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
PLJHALKC_00950	gene	795	thyA			
PLJHALKC_00950	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
PLJHALKC_00951	gene	552				
PLJHALKC_00951	CDS	552				hypothetical protein
PLJHALKC_00952	gene	558				
PLJHALKC_00952	CDS	558				hypothetical protein
PLJHALKC_00953	gene	408				
PLJHALKC_00953	CDS	408				hypothetical protein
PLJHALKC_00954	gene	324				
PLJHALKC_00954	CDS	324				hypothetical protein
PLJHALKC_00955	gene	3378	recC			
PLJHALKC_00955	CDS	3378	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
PLJHALKC_00956	gene	2886	ptrA			
PLJHALKC_00956	CDS	2886	ptrA	3.4.24.55	COG1025	Protease 3
PLJHALKC_00957	gene	3537	recB			
PLJHALKC_00957	CDS	3537	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
PLJHALKC_00958	gene	1845	recD			
PLJHALKC_00958	CDS	1845	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
PLJHALKC_00959	gene	321				
PLJHALKC_00959	CDS	321				hypothetical protein
PLJHALKC_00960	gene	1332	argA			
PLJHALKC_00960	CDS	1332	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
PLJHALKC_00961	gene	1254	amiC_1			
PLJHALKC_00961	CDS	1254	amiC_1	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
PLJHALKC_00962	gene	1077	cobD_1			
PLJHALKC_00962	CDS	1077	cobD_1	4.1.1.81	COG0079	Threonine-phosphate decarboxylase
PLJHALKC_00963	gene	903	pduX			
PLJHALKC_00963	CDS	903	pduX	2.7.1.177	COG4542	L-threonine kinase
PLJHALKC_00964	gene	1215	pduW			
PLJHALKC_00964	CDS	1215	pduW	2.7.2.15	COG0282	putative propionate kinase
PLJHALKC_00965	gene	441	pduV			
PLJHALKC_00965	CDS	441	pduV		COG4917	Propanediol utilization protein PduV
PLJHALKC_00966	gene	351	pduU			
PLJHALKC_00966	CDS	351	pduU		COG4810	Propanediol utilization protein PduU
PLJHALKC_00967	gene	555				
PLJHALKC_00967	CDS	555				hypothetical protein
PLJHALKC_00968	gene	1353	rsxC_1			
PLJHALKC_00968	CDS	1353	rsxC_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit C
PLJHALKC_00969	gene	1113	adhE_1			
PLJHALKC_00969	CDS	1113	adhE_1		COG1012	Aldehyde-alcohol dehydrogenase
PLJHALKC_00970	gene	1389	astD_1			
PLJHALKC_00970	CDS	1389	astD_1	1.2.1.71		N-succinylglutamate 5-semialdehyde dehydrogenase
PLJHALKC_00971	gene	1017				
PLJHALKC_00971	CDS	1017				hypothetical protein
PLJHALKC_00972	gene	276	ccmL			
PLJHALKC_00972	CDS	276	ccmL			Carbon dioxide concentrating mechanism protein CcmL
PLJHALKC_00973	gene	492				
PLJHALKC_00973	CDS	492				hypothetical protein
PLJHALKC_00974	gene	633	pduL			
PLJHALKC_00974	CDS	633	pduL	2.3.1.222	COG4869	Phosphate propanoyltransferase
PLJHALKC_00975	gene	447				
PLJHALKC_00975	CDS	447				hypothetical protein
PLJHALKC_00976	gene	276	pduA_1			
PLJHALKC_00976	CDS	276	pduA_1		COG4577	Propanediol utilization protein PduA
PLJHALKC_00977	gene	351				
PLJHALKC_00977	CDS	351				hypothetical protein
PLJHALKC_00978	gene	1833	ddrA_2			
PLJHALKC_00978	CDS	1833	ddrA_2			Diol dehydratase-reactivating factor alpha subunit
PLJHALKC_00979	gene	525	pduE_2			
PLJHALKC_00979	CDS	525	pduE_2	4.2.1.28	COG4910	Propanediol dehydratase small subunit
PLJHALKC_00980	gene	690	pduD_2			
PLJHALKC_00980	CDS	690	pduD_2	4.2.1.28		Propanediol dehydratase medium subunit
PLJHALKC_00981	gene	1665	pduC			
PLJHALKC_00981	CDS	1665	pduC	4.2.1.28	COG4909	Propanediol dehydratase large subunit
PLJHALKC_00982	gene	813	pduB			
PLJHALKC_00982	CDS	813	pduB		COG4816	Propanediol utilization protein PduB
PLJHALKC_00983	gene	285	pduA_2			
PLJHALKC_00983	CDS	285	pduA_2		COG4577	Propanediol utilization protein PduA
PLJHALKC_00984	gene	810	pduF			
PLJHALKC_00984	CDS	810	pduF		COG0580	Propanediol diffusion facilitator
PLJHALKC_00985	gene	912	rhaS_3			
PLJHALKC_00985	CDS	912	rhaS_3			HTH-type transcriptional activator RhaS
PLJHALKC_00986	gene	1377	cbiA			
PLJHALKC_00986	CDS	1377	cbiA	6.3.5.11	COG1797	Cobyrinate a,c-diamide synthase
PLJHALKC_00987	gene	960	cobD_2			
PLJHALKC_00987	CDS	960	cobD_2		COG1270	Cobalamin biosynthesis protein CobD
PLJHALKC_00988	gene	636	cbiC			
PLJHALKC_00988	CDS	636	cbiC	5.4.99.60	COG2082	Cobalt-precorrin-8 methylmutase
PLJHALKC_00989	gene	1140	cbiD			
PLJHALKC_00989	CDS	1140	cbiD	2.1.1.195	COG1903	Cobalt-precorrin-5B C(1)-methyltransferase
PLJHALKC_00990	gene	606	cbiE			
PLJHALKC_00990	CDS	606	cbiE	2.1.1.289	COG2241	Cobalt-precorrin-7 C(5)-methyltransferase
PLJHALKC_00991	gene	570	cbiT			
